model number,model name,time taken to optimise (in seconds),number of partitions,partition size
0,model_with_separate_variables_0,0.1791379451751709,50,3000
1,model_with_separate_variables_1,0.18923425674438477,50,3000
2,model_with_separate_variables_2,0.18947911262512207,50,3000
3,model_with_separate_variables_3,0.18136286735534668,50,3000
4,model_with_separate_variables_4,0.19340801239013672,50,3000
5,model_with_separate_variables_5,0.1940608024597168,50,3000
6,model_with_separate_variables_6,0.17949986457824707,50,3000
7,model_with_separate_variables_7,0.19473671913146973,50,3000
8,model_with_separate_variables_8,0.18545031547546387,50,3000
9,model_with_separate_variables_9,0.1964130401611328,50,3000
10,model_with_separate_variables_10,0.18654704093933105,50,3000
11,model_with_separate_variables_11,0.19853901863098145,50,3000
12,model_with_separate_variables_12,0.18081402778625488,50,3000
13,model_with_separate_variables_13,0.18193292617797852,50,3000
14,model_with_separate_variables_14,0.19664216041564941,50,3000
15,model_with_separate_variables_15,0.19396305084228516,50,3000
16,model_with_separate_variables_16,0.19642019271850586,50,3000
17,model_with_separate_variables_17,0.1951138973236084,50,3000
18,model_with_separate_variables_18,0.19476675987243652,50,3000
19,model_with_separate_variables_19,0.17909502983093262,50,3000
20,model_with_separate_variables_20,0.19391894340515137,50,3000
21,model_with_separate_variables_21,0.19642901420593262,50,3000
22,model_with_separate_variables_22,0.17856287956237793,50,3000
23,model_with_separate_variables_23,0.18552279472351074,50,3000
24,model_with_separate_variables_24,0.18784880638122559,50,3000
0,model_with_pwl_costs_0,0.3465712070465088,50,3000
1,model_with_pwl_costs_1,0.35137009620666504,50,3000
2,model_with_pwl_costs_2,0.3449211120605469,50,3000
3,model_with_pwl_costs_3,0.3406031131744385,50,3000
4,model_with_pwl_costs_4,0.35053491592407227,50,3000
5,model_with_pwl_costs_5,0.3521130084991455,50,3000
6,model_with_pwl_costs_6,0.34999918937683105,50,3000
7,model_with_pwl_costs_7,0.3512413501739502,50,3000
8,model_with_pwl_costs_8,0.3543827533721924,50,3000
9,model_with_pwl_costs_9,0.34277796745300293,50,3000
10,model_with_pwl_costs_10,0.35192084312438965,50,3000
11,model_with_pwl_costs_11,0.3520970344543457,50,3000
12,model_with_pwl_costs_12,0.3551318645477295,50,3000
13,model_with_pwl_costs_13,0.3430061340332031,50,3000
14,model_with_pwl_costs_14,0.34895992279052734,50,3000
15,model_with_pwl_costs_15,0.3522219657897949,50,3000
16,model_with_pwl_costs_16,0.3457770347595215,50,3000
17,model_with_pwl_costs_17,0.35099291801452637,50,3000
18,model_with_pwl_costs_18,0.34695005416870117,50,3000
19,model_with_pwl_costs_19,0.3502471446990967,50,3000
20,model_with_pwl_costs_20,0.347780704498291,50,3000
21,model_with_pwl_costs_21,0.3549339771270752,50,3000
22,model_with_pwl_costs_22,0.35141825675964355,50,3000
23,model_with_pwl_costs_23,0.3536489009857178,50,3000
24,model_with_pwl_costs_24,0.3472270965576172,50,3000
0,model_with_separate_variables_0,0.38092994689941406,100,3000
1,model_with_separate_variables_1,0.37817883491516113,100,3000
2,model_with_separate_variables_2,0.3744478225708008,100,3000
3,model_with_separate_variables_3,0.3793799877166748,100,3000
4,model_with_separate_variables_4,0.37975192070007324,100,3000
5,model_with_separate_variables_5,0.4040710926055908,100,3000
6,model_with_separate_variables_6,0.37713003158569336,100,3000
7,model_with_separate_variables_7,0.3793470859527588,100,3000
8,model_with_separate_variables_8,0.38510799407958984,100,3000
9,model_with_separate_variables_9,0.41250085830688477,100,3000
10,model_with_separate_variables_10,0.3794848918914795,100,3000
11,model_with_separate_variables_11,0.38133668899536133,100,3000
12,model_with_separate_variables_12,0.40842390060424805,100,3000
13,model_with_separate_variables_13,0.37985801696777344,100,3000
14,model_with_separate_variables_14,0.3810079097747803,100,3000
15,model_with_separate_variables_15,0.37598490715026855,100,3000
16,model_with_separate_variables_16,0.3780999183654785,100,3000
17,model_with_separate_variables_17,0.3815319538116455,100,3000
18,model_with_separate_variables_18,0.41199469566345215,100,3000
19,model_with_separate_variables_19,0.3854820728302002,100,3000
20,model_with_separate_variables_20,0.4065079689025879,100,3000
21,model_with_separate_variables_21,0.3849210739135742,100,3000
22,model_with_separate_variables_22,0.37886786460876465,100,3000
23,model_with_separate_variables_23,0.3817152976989746,100,3000
24,model_with_separate_variables_24,0.38245081901550293,100,3000
0,model_with_pwl_costs_0,0.7090649604797363,100,3000
1,model_with_pwl_costs_1,0.703726053237915,100,3000
2,model_with_pwl_costs_2,0.71433424949646,100,3000
3,model_with_pwl_costs_3,0.712224006652832,100,3000
4,model_with_pwl_costs_4,0.7168970108032227,100,3000
5,model_with_pwl_costs_5,0.732745885848999,100,3000
6,model_with_pwl_costs_6,0.7185547351837158,100,3000
7,model_with_pwl_costs_7,0.7262611389160156,100,3000
8,model_with_pwl_costs_8,0.7208147048950195,100,3000
9,model_with_pwl_costs_9,0.7141509056091309,100,3000
10,model_with_pwl_costs_10,0.695094108581543,100,3000
11,model_with_pwl_costs_11,0.7054741382598877,100,3000
12,model_with_pwl_costs_12,0.7248942852020264,100,3000
13,model_with_pwl_costs_13,0.7129418849945068,100,3000
14,model_with_pwl_costs_14,0.7085049152374268,100,3000
15,model_with_pwl_costs_15,0.7031850814819336,100,3000
16,model_with_pwl_costs_16,0.7226920127868652,100,3000
17,model_with_pwl_costs_17,0.7051107883453369,100,3000
18,model_with_pwl_costs_18,0.713824987411499,100,3000
19,model_with_pwl_costs_19,0.7118260860443115,100,3000
20,model_with_pwl_costs_20,0.7025558948516846,100,3000
21,model_with_pwl_costs_21,0.7242460250854492,100,3000
22,model_with_pwl_costs_22,0.7157778739929199,100,3000
23,model_with_pwl_costs_23,0.7355201244354248,100,3000
24,model_with_pwl_costs_24,0.6875557899475098,100,3000
0,model_with_separate_variables_0,1.0951988697052002,250,3000
1,model_with_separate_variables_1,1.105652093887329,250,3000
2,model_with_separate_variables_2,1.075624942779541,250,3000
3,model_with_separate_variables_3,1.10896897315979,250,3000
4,model_with_separate_variables_4,1.1251389980316162,250,3000
5,model_with_separate_variables_5,1.0817480087280273,250,3000
6,model_with_separate_variables_6,1.120934247970581,250,3000
7,model_with_separate_variables_7,1.1395289897918701,250,3000
8,model_with_separate_variables_8,1.1184792518615723,250,3000
9,model_with_separate_variables_9,1.1422209739685059,250,3000
10,model_with_separate_variables_10,1.1346707344055176,250,3000
11,model_with_separate_variables_11,1.137345790863037,250,3000
12,model_with_separate_variables_12,1.125594139099121,250,3000
13,model_with_separate_variables_13,1.1155281066894531,250,3000
14,model_with_separate_variables_14,1.1318020820617676,250,3000
15,model_with_separate_variables_15,1.0996768474578857,250,3000
16,model_with_separate_variables_16,1.1460840702056885,250,3000
17,model_with_separate_variables_17,1.1560652256011963,250,3000
18,model_with_separate_variables_18,1.1204612255096436,250,3000
19,model_with_separate_variables_19,1.1440560817718506,250,3000
20,model_with_separate_variables_20,1.1425609588623047,250,3000
21,model_with_separate_variables_21,1.2048959732055664,250,3000
22,model_with_separate_variables_22,1.1322147846221924,250,3000
23,model_with_separate_variables_23,1.140963077545166,250,3000
24,model_with_separate_variables_24,1.0960488319396973,250,3000
0,model_with_pwl_costs_0,4.96780800819397,250,3000
1,model_with_pwl_costs_1,4.909762144088745,250,3000
2,model_with_pwl_costs_2,4.9276721477508545,250,3000
3,model_with_pwl_costs_3,4.920225143432617,250,3000
4,model_with_pwl_costs_4,4.908028841018677,250,3000
5,model_with_pwl_costs_5,4.875389814376831,250,3000
6,model_with_pwl_costs_6,4.893781661987305,250,3000
7,model_with_pwl_costs_7,4.8482160568237305,250,3000
8,model_with_pwl_costs_8,4.980608940124512,250,3000
9,model_with_pwl_costs_9,4.894306182861328,250,3000
10,model_with_pwl_costs_10,4.92290472984314,250,3000
11,model_with_pwl_costs_11,4.955792188644409,250,3000
12,model_with_pwl_costs_12,4.978841066360474,250,3000
13,model_with_pwl_costs_13,5.003086805343628,250,3000
14,model_with_pwl_costs_14,4.917860984802246,250,3000
15,model_with_pwl_costs_15,4.872903108596802,250,3000
16,model_with_pwl_costs_16,4.927443981170654,250,3000
17,model_with_pwl_costs_17,4.959917783737183,250,3000
18,model_with_pwl_costs_18,4.914615154266357,250,3000
19,model_with_pwl_costs_19,4.885810852050781,250,3000
20,model_with_pwl_costs_20,4.836822032928467,250,3000
21,model_with_pwl_costs_21,4.869096040725708,250,3000
22,model_with_pwl_costs_22,5.033006906509399,250,3000
23,model_with_pwl_costs_23,5.02853798866272,250,3000
24,model_with_pwl_costs_24,4.92700982093811,250,3000
0,model_with_separate_variables_0,3.296082019805908,500,3000
1,model_with_separate_variables_1,2.7725908756256104,500,3000
2,model_with_separate_variables_2,2.7187230587005615,500,3000
3,model_with_separate_variables_3,2.9317269325256348,500,3000
4,model_with_separate_variables_4,2.86413311958313,500,3000
5,model_with_separate_variables_5,2.8556277751922607,500,3000
6,model_with_separate_variables_6,2.918682098388672,500,3000
7,model_with_separate_variables_7,2.747375249862671,500,3000
8,model_with_separate_variables_8,2.985726833343506,500,3000
9,model_with_separate_variables_9,3.033674955368042,500,3000
10,model_with_separate_variables_10,2.8048739433288574,500,3000
11,model_with_separate_variables_11,3.041682004928589,500,3000
12,model_with_separate_variables_12,3.1691951751708984,500,3000
13,model_with_separate_variables_13,3.183411121368408,500,3000
14,model_with_separate_variables_14,2.9700019359588623,500,3000
15,model_with_separate_variables_15,3.2079110145568848,500,3000
16,model_with_separate_variables_16,3.1366639137268066,500,3000
17,model_with_separate_variables_17,3.1199049949645996,500,3000
18,model_with_separate_variables_18,3.090329170227051,500,3000
19,model_with_separate_variables_19,3.232306957244873,500,3000
20,model_with_separate_variables_20,3.1825201511383057,500,3000
21,model_with_separate_variables_21,3.028994083404541,500,3000
22,model_with_separate_variables_22,3.269958972930908,500,3000
23,model_with_separate_variables_23,3.1517982482910156,500,3000
24,model_with_separate_variables_24,3.182352066040039,500,3000
0,model_with_pwl_costs_0,16.195378065109253,500,3000
1,model_with_pwl_costs_1,16.152337789535522,500,3000
2,model_with_pwl_costs_2,16.322864055633545,500,3000
3,model_with_pwl_costs_3,16.360736846923828,500,3000
4,model_with_pwl_costs_4,16.23380208015442,500,3000
5,model_with_pwl_costs_5,16.158193826675415,500,3000
6,model_with_pwl_costs_6,16.624730825424194,500,3000
7,model_with_pwl_costs_7,16.280019760131836,500,3000
8,model_with_pwl_costs_8,16.295149087905884,500,3000
9,model_with_pwl_costs_9,16.227001190185547,500,3000
10,model_with_pwl_costs_10,16.074347972869873,500,3000
11,model_with_pwl_costs_11,16.42622208595276,500,3000
12,model_with_pwl_costs_12,16.436282873153687,500,3000
13,model_with_pwl_costs_13,16.32298707962036,500,3000
14,model_with_pwl_costs_14,16.159193992614746,500,3000
15,model_with_pwl_costs_15,15.681663990020752,500,3000
16,model_with_pwl_costs_16,16.389968872070312,500,3000
17,model_with_pwl_costs_17,16.09757685661316,500,3000
18,model_with_pwl_costs_18,16.58916401863098,500,3000
19,model_with_pwl_costs_19,16.1229989528656,500,3000
20,model_with_pwl_costs_20,16.139405727386475,500,3000
21,model_with_pwl_costs_21,16.2264301776886,500,3000
22,model_with_pwl_costs_22,16.29059886932373,500,3000
23,model_with_pwl_costs_23,14.475147008895874,500,3000
24,model_with_pwl_costs_24,16.233089208602905,500,3000
0,model_with_separate_variables_0,0.02300286293029785,5,4000
1,model_with_separate_variables_1,0.021556854248046875,5,4000
2,model_with_separate_variables_2,0.02245020866394043,5,4000
3,model_with_separate_variables_3,0.021650075912475586,5,4000
4,model_with_separate_variables_4,0.022088050842285156,5,4000
5,model_with_separate_variables_5,0.022095203399658203,5,4000
6,model_with_separate_variables_6,0.022439956665039062,5,4000
7,model_with_separate_variables_7,0.022933006286621094,5,4000
8,model_with_separate_variables_8,0.021884918212890625,5,4000
9,model_with_separate_variables_9,0.022179126739501953,5,4000
10,model_with_separate_variables_10,0.02262115478515625,5,4000
11,model_with_separate_variables_11,0.021197080612182617,5,4000
12,model_with_separate_variables_12,0.021860837936401367,5,4000
13,model_with_separate_variables_13,0.022639989852905273,5,4000
14,model_with_separate_variables_14,0.02195596694946289,5,4000
15,model_with_separate_variables_15,0.022413969039916992,5,4000
16,model_with_separate_variables_16,0.021528005599975586,5,4000
17,model_with_separate_variables_17,0.023394107818603516,5,4000
18,model_with_separate_variables_18,0.0224759578704834,5,4000
19,model_with_separate_variables_19,0.021528005599975586,5,4000
20,model_with_separate_variables_20,0.022142410278320312,5,4000
21,model_with_separate_variables_21,0.021292924880981445,5,4000
22,model_with_separate_variables_22,0.022011995315551758,5,4000
23,model_with_separate_variables_23,0.02166914939880371,5,4000
24,model_with_separate_variables_24,0.02204275131225586,5,4000
0,model_with_pwl_costs_0,0.03454899787902832,5,4000
1,model_with_pwl_costs_1,0.03442788124084473,5,4000
2,model_with_pwl_costs_2,0.03520989418029785,5,4000
3,model_with_pwl_costs_3,0.035079002380371094,5,4000
4,model_with_pwl_costs_4,0.034604787826538086,5,4000
5,model_with_pwl_costs_5,0.034191131591796875,5,4000
6,model_with_pwl_costs_6,0.035096168518066406,5,4000
7,model_with_pwl_costs_7,0.03401684761047363,5,4000
8,model_with_pwl_costs_8,0.034718990325927734,5,4000
9,model_with_pwl_costs_9,0.03400874137878418,5,4000
10,model_with_pwl_costs_10,0.03491497039794922,5,4000
11,model_with_pwl_costs_11,0.03477907180786133,5,4000
12,model_with_pwl_costs_12,0.03454899787902832,5,4000
13,model_with_pwl_costs_13,0.03533291816711426,5,4000
14,model_with_pwl_costs_14,0.03426790237426758,5,4000
15,model_with_pwl_costs_15,0.035284996032714844,5,4000
16,model_with_pwl_costs_16,0.03490090370178223,5,4000
17,model_with_pwl_costs_17,0.034722089767456055,5,4000
18,model_with_pwl_costs_18,0.03456830978393555,5,4000
19,model_with_pwl_costs_19,0.033245086669921875,5,4000
20,model_with_pwl_costs_20,0.03337216377258301,5,4000
21,model_with_pwl_costs_21,0.0350039005279541,5,4000
22,model_with_pwl_costs_22,0.03454327583312988,5,4000
23,model_with_pwl_costs_23,0.03397989273071289,5,4000
24,model_with_pwl_costs_24,0.03408527374267578,5,4000
0,model_with_separate_variables_0,0.1039738655090332,20,4000
1,model_with_separate_variables_1,0.09943509101867676,20,4000
2,model_with_separate_variables_2,0.10007214546203613,20,4000
3,model_with_separate_variables_3,0.09852910041809082,20,4000
4,model_with_separate_variables_4,0.09998178482055664,20,4000
5,model_with_separate_variables_5,0.09956192970275879,20,4000
6,model_with_separate_variables_6,0.10060381889343262,20,4000
7,model_with_separate_variables_7,0.09943985939025879,20,4000
8,model_with_separate_variables_8,0.09856700897216797,20,4000
9,model_with_separate_variables_9,0.09850597381591797,20,4000
10,model_with_separate_variables_10,0.09993982315063477,20,4000
11,model_with_separate_variables_11,0.10101580619812012,20,4000
12,model_with_separate_variables_12,0.09975600242614746,20,4000
13,model_with_separate_variables_13,0.1024618148803711,20,4000
14,model_with_separate_variables_14,0.10064101219177246,20,4000
15,model_with_separate_variables_15,0.09966802597045898,20,4000
16,model_with_separate_variables_16,0.10228371620178223,20,4000
17,model_with_separate_variables_17,0.09940600395202637,20,4000
18,model_with_separate_variables_18,0.09908604621887207,20,4000
19,model_with_separate_variables_19,0.09947681427001953,20,4000
20,model_with_separate_variables_20,0.09944701194763184,20,4000
21,model_with_separate_variables_21,0.10124397277832031,20,4000
22,model_with_separate_variables_22,0.09923410415649414,20,4000
23,model_with_separate_variables_23,0.0993349552154541,20,4000
24,model_with_separate_variables_24,0.10168290138244629,20,4000
0,model_with_pwl_costs_0,0.3307383060455322,20,4000
1,model_with_pwl_costs_1,0.32088398933410645,20,4000
2,model_with_pwl_costs_2,0.2608938217163086,20,4000
3,model_with_pwl_costs_3,0.28325605392456055,20,4000
4,model_with_pwl_costs_4,0.2940788269042969,20,4000
5,model_with_pwl_costs_5,0.32082295417785645,20,4000
6,model_with_pwl_costs_6,0.30678486824035645,20,4000
7,model_with_pwl_costs_7,0.282634973526001,20,4000
8,model_with_pwl_costs_8,0.32626986503601074,20,4000
9,model_with_pwl_costs_9,0.28214311599731445,20,4000
10,model_with_pwl_costs_10,0.3178517818450928,20,4000
11,model_with_pwl_costs_11,0.26095008850097656,20,4000
12,model_with_pwl_costs_12,0.24999594688415527,20,4000
13,model_with_pwl_costs_13,0.3211047649383545,20,4000
14,model_with_pwl_costs_14,0.30974698066711426,20,4000
15,model_with_pwl_costs_15,0.3284788131713867,20,4000
16,model_with_pwl_costs_16,0.2612569332122803,20,4000
17,model_with_pwl_costs_17,0.3070549964904785,20,4000
18,model_with_pwl_costs_18,0.31920599937438965,20,4000
19,model_with_pwl_costs_19,0.3163001537322998,20,4000
20,model_with_pwl_costs_20,0.3256547451019287,20,4000
21,model_with_pwl_costs_21,0.30516505241394043,20,4000
22,model_with_pwl_costs_22,0.2614130973815918,20,4000
23,model_with_pwl_costs_23,0.309398889541626,20,4000
24,model_with_pwl_costs_24,0.2553427219390869,20,4000
0,model_with_separate_variables_0,0.27094483375549316,50,4000
1,model_with_separate_variables_1,0.27248597145080566,50,4000
2,model_with_separate_variables_2,0.2674410343170166,50,4000
3,model_with_separate_variables_3,0.2707948684692383,50,4000
4,model_with_separate_variables_4,0.2716047763824463,50,4000
5,model_with_separate_variables_5,0.27437901496887207,50,4000
6,model_with_separate_variables_6,0.26824212074279785,50,4000
7,model_with_separate_variables_7,0.2707679271697998,50,4000
8,model_with_separate_variables_8,0.27294182777404785,50,4000
9,model_with_separate_variables_9,0.27207016944885254,50,4000
10,model_with_separate_variables_10,0.2732889652252197,50,4000
11,model_with_separate_variables_11,0.27306389808654785,50,4000
12,model_with_separate_variables_12,0.2729191780090332,50,4000
13,model_with_separate_variables_13,0.2716829776763916,50,4000
14,model_with_separate_variables_14,0.27155566215515137,50,4000
15,model_with_separate_variables_15,0.27080798149108887,50,4000
16,model_with_separate_variables_16,0.2744579315185547,50,4000
17,model_with_separate_variables_17,0.2719550132751465,50,4000
18,model_with_separate_variables_18,0.26978611946105957,50,4000
19,model_with_separate_variables_19,0.27170681953430176,50,4000
20,model_with_separate_variables_20,0.27017879486083984,50,4000
21,model_with_separate_variables_21,0.27060604095458984,50,4000
22,model_with_separate_variables_22,0.2690732479095459,50,4000
23,model_with_separate_variables_23,0.26911187171936035,50,4000
24,model_with_separate_variables_24,0.2671318054199219,50,4000
0,model_with_pwl_costs_0,1.1767568588256836,50,4000
1,model_with_pwl_costs_1,0.873420000076294,50,4000
2,model_with_pwl_costs_2,0.8082900047302246,50,4000
3,model_with_pwl_costs_3,1.0353221893310547,50,4000
4,model_with_pwl_costs_4,1.1752429008483887,50,4000
5,model_with_pwl_costs_5,0.933265209197998,50,4000
6,model_with_pwl_costs_6,1.1841747760772705,50,4000
7,model_with_pwl_costs_7,0.9001278877258301,50,4000
8,model_with_pwl_costs_8,1.183007001876831,50,4000
9,model_with_pwl_costs_9,1.0044779777526855,50,4000
10,model_with_pwl_costs_10,0.760840892791748,50,4000
11,model_with_pwl_costs_11,0.8885219097137451,50,4000
12,model_with_pwl_costs_12,0.8503742218017578,50,4000
13,model_with_pwl_costs_13,0.7797250747680664,50,4000
14,model_with_pwl_costs_14,0.9303348064422607,50,4000
15,model_with_pwl_costs_15,1.1324942111968994,50,4000
16,model_with_pwl_costs_16,0.7770130634307861,50,4000
17,model_with_pwl_costs_17,1.035754919052124,50,4000
18,model_with_pwl_costs_18,1.1296679973602295,50,4000
19,model_with_pwl_costs_19,0.7676620483398438,50,4000
20,model_with_pwl_costs_20,0.8602440357208252,50,4000
21,model_with_pwl_costs_21,1.175072193145752,50,4000
22,model_with_pwl_costs_22,1.0475459098815918,50,4000
23,model_with_pwl_costs_23,0.882843017578125,50,4000
24,model_with_pwl_costs_24,1.0285179615020752,50,4000
0,model_with_separate_variables_0,0.5608420372009277,100,4000
1,model_with_separate_variables_1,0.5091068744659424,100,4000
2,model_with_separate_variables_2,0.5652101039886475,100,4000
3,model_with_separate_variables_3,0.517319917678833,100,4000
4,model_with_separate_variables_4,0.5650608539581299,100,4000
5,model_with_separate_variables_5,0.5748553276062012,100,4000
6,model_with_separate_variables_6,0.5594310760498047,100,4000
7,model_with_separate_variables_7,0.5228853225708008,100,4000
8,model_with_separate_variables_8,0.5575249195098877,100,4000
9,model_with_separate_variables_9,0.5208508968353271,100,4000
10,model_with_separate_variables_10,0.5251798629760742,100,4000
11,model_with_separate_variables_11,0.563701868057251,100,4000
12,model_with_separate_variables_12,0.5682737827301025,100,4000
13,model_with_separate_variables_13,0.5653212070465088,100,4000
14,model_with_separate_variables_14,0.5932571887969971,100,4000
15,model_with_separate_variables_15,0.5721850395202637,100,4000
16,model_with_separate_variables_16,0.564659833908081,100,4000
17,model_with_separate_variables_17,0.5627551078796387,100,4000
18,model_with_separate_variables_18,0.515751838684082,100,4000
19,model_with_separate_variables_19,0.5666477680206299,100,4000
20,model_with_separate_variables_20,0.5623948574066162,100,4000
21,model_with_separate_variables_21,0.5585739612579346,100,4000
22,model_with_separate_variables_22,0.5730130672454834,100,4000
23,model_with_separate_variables_23,0.5593459606170654,100,4000
24,model_with_separate_variables_24,0.55570387840271,100,4000
0,model_with_pwl_costs_0,1.2423930168151855,100,4000
1,model_with_pwl_costs_1,1.2742409706115723,100,4000
2,model_with_pwl_costs_2,1.2641100883483887,100,4000
3,model_with_pwl_costs_3,1.2283408641815186,100,4000
4,model_with_pwl_costs_4,1.255864143371582,100,4000
5,model_with_pwl_costs_5,1.266951084136963,100,4000
6,model_with_pwl_costs_6,1.2569830417633057,100,4000
7,model_with_pwl_costs_7,1.2782001495361328,100,4000
8,model_with_pwl_costs_8,1.2522592544555664,100,4000
9,model_with_pwl_costs_9,1.2386560440063477,100,4000
10,model_with_pwl_costs_10,1.246603012084961,100,4000
11,model_with_pwl_costs_11,1.2304561138153076,100,4000
12,model_with_pwl_costs_12,1.2434780597686768,100,4000
13,model_with_pwl_costs_13,1.249779224395752,100,4000
14,model_with_pwl_costs_14,1.2493832111358643,100,4000
15,model_with_pwl_costs_15,1.248988151550293,100,4000
16,model_with_pwl_costs_16,1.245239019393921,100,4000
17,model_with_pwl_costs_17,1.244516134262085,100,4000
18,model_with_pwl_costs_18,1.2146110534667969,100,4000
19,model_with_pwl_costs_19,1.275681972503662,100,4000
20,model_with_pwl_costs_20,1.2462201118469238,100,4000
21,model_with_pwl_costs_21,1.240584135055542,100,4000
22,model_with_pwl_costs_22,1.258558988571167,100,4000
23,model_with_pwl_costs_23,1.2211177349090576,100,4000
24,model_with_pwl_costs_24,1.244438886642456,100,4000
0,model_with_separate_variables_0,1.9646880626678467,250,4000
1,model_with_separate_variables_1,1.7558808326721191,250,4000
2,model_with_separate_variables_2,1.7562768459320068,250,4000
3,model_with_separate_variables_3,1.6810743808746338,250,4000
4,model_with_separate_variables_4,1.7608850002288818,250,4000
5,model_with_separate_variables_5,1.7340259552001953,250,4000
6,model_with_separate_variables_6,1.7080090045928955,250,4000
7,model_with_separate_variables_7,1.735332727432251,250,4000
8,model_with_separate_variables_8,1.652184009552002,250,4000
9,model_with_separate_variables_9,1.7408299446105957,250,4000
10,model_with_separate_variables_10,1.7753279209136963,250,4000
11,model_with_separate_variables_11,1.7738268375396729,250,4000
12,model_with_separate_variables_12,1.7837250232696533,250,4000
13,model_with_separate_variables_13,1.8011510372161865,250,4000
14,model_with_separate_variables_14,1.732684850692749,250,4000
15,model_with_separate_variables_15,1.8042831420898438,250,4000
16,model_with_separate_variables_16,1.7687559127807617,250,4000
17,model_with_separate_variables_17,1.6822450160980225,250,4000
18,model_with_separate_variables_18,1.7368340492248535,250,4000
19,model_with_separate_variables_19,1.7297470569610596,250,4000
20,model_with_separate_variables_20,1.7631440162658691,250,4000
21,model_with_separate_variables_21,1.750607967376709,250,4000
22,model_with_separate_variables_22,1.7009260654449463,250,4000
23,model_with_separate_variables_23,1.6460251808166504,250,4000
24,model_with_separate_variables_24,1.6568572521209717,250,4000
0,model_with_pwl_costs_0,6.033391714096069,250,4000
1,model_with_pwl_costs_1,5.8064470291137695,250,4000
2,model_with_pwl_costs_2,6.009047985076904,250,4000
3,model_with_pwl_costs_3,5.876297950744629,250,4000
4,model_with_pwl_costs_4,5.9293859004974365,250,4000
5,model_with_pwl_costs_5,5.855503082275391,250,4000
6,model_with_pwl_costs_6,5.78681492805481,250,4000
7,model_with_pwl_costs_7,5.7003960609436035,250,4000
8,model_with_pwl_costs_8,5.98270583152771,250,4000
9,model_with_pwl_costs_9,5.9007487297058105,250,4000
10,model_with_pwl_costs_10,5.925717115402222,250,4000
11,model_with_pwl_costs_11,5.892418146133423,250,4000
12,model_with_pwl_costs_12,5.931546211242676,250,4000
13,model_with_pwl_costs_13,5.821253061294556,250,4000
14,model_with_pwl_costs_14,5.857781887054443,250,4000
15,model_with_pwl_costs_15,5.810636043548584,250,4000
16,model_with_pwl_costs_16,5.746877908706665,250,4000
17,model_with_pwl_costs_17,5.927549839019775,250,4000
18,model_with_pwl_costs_18,5.889180898666382,250,4000
19,model_with_pwl_costs_19,5.810215950012207,250,4000
20,model_with_pwl_costs_20,5.735198259353638,250,4000
21,model_with_pwl_costs_21,5.870944976806641,250,4000
22,model_with_pwl_costs_22,5.798914670944214,250,4000
23,model_with_pwl_costs_23,5.899096965789795,250,4000
24,model_with_pwl_costs_24,5.929893732070923,250,4000
0,model_with_separate_variables_0,5.993287086486816,500,4000
1,model_with_separate_variables_1,5.0888283252716064,500,4000
2,model_with_separate_variables_2,5.385451078414917,500,4000
3,model_with_separate_variables_3,5.055456161499023,500,4000
4,model_with_separate_variables_4,4.946320056915283,500,4000
5,model_with_separate_variables_5,5.936605930328369,500,4000
6,model_with_separate_variables_6,5.125361919403076,500,4000
7,model_with_separate_variables_7,5.444995164871216,500,4000
8,model_with_separate_variables_8,5.528670787811279,500,4000
9,model_with_separate_variables_9,5.080176115036011,500,4000
10,model_with_separate_variables_10,5.294253826141357,500,4000
11,model_with_separate_variables_11,5.1680943965911865,500,4000
12,model_with_separate_variables_12,5.220127820968628,500,4000
13,model_with_separate_variables_13,5.212231874465942,500,4000
14,model_with_separate_variables_14,5.157438039779663,500,4000
15,model_with_separate_variables_15,5.293647766113281,500,4000
16,model_with_separate_variables_16,5.019886016845703,500,4000
17,model_with_separate_variables_17,5.4271228313446045,500,4000
18,model_with_separate_variables_18,5.233010768890381,500,4000
19,model_with_separate_variables_19,5.4177329540252686,500,4000
20,model_with_separate_variables_20,5.108230113983154,500,4000
21,model_with_separate_variables_21,5.1133410930633545,500,4000
22,model_with_separate_variables_22,5.076147794723511,500,4000
23,model_with_separate_variables_23,5.05951714515686,500,4000
24,model_with_separate_variables_24,5.153449058532715,500,4000
0,model_with_pwl_costs_0,14.422010898590088,500,4000
1,model_with_pwl_costs_1,14.41694188117981,500,4000
2,model_with_pwl_costs_2,14.28856086730957,500,4000
3,model_with_pwl_costs_3,14.26432204246521,500,4000
4,model_with_pwl_costs_4,14.125767707824707,500,4000
5,model_with_pwl_costs_5,14.263486862182617,500,4000
6,model_with_pwl_costs_6,14.38786268234253,500,4000
7,model_with_pwl_costs_7,14.156400918960571,500,4000
8,model_with_pwl_costs_8,14.099931955337524,500,4000
9,model_with_pwl_costs_9,14.193078994750977,500,4000
10,model_with_pwl_costs_10,14.165485858917236,500,4000
11,model_with_pwl_costs_11,14.437050104141235,500,4000
12,model_with_pwl_costs_12,14.169089078903198,500,4000
13,model_with_pwl_costs_13,14.158637046813965,500,4000
14,model_with_pwl_costs_14,14.558771848678589,500,4000
15,model_with_pwl_costs_15,14.143598079681396,500,4000
16,model_with_pwl_costs_16,14.274395942687988,500,4000
17,model_with_pwl_costs_17,14.07243800163269,500,4000
18,model_with_pwl_costs_18,13.98325490951538,500,4000
19,model_with_pwl_costs_19,14.265480995178223,500,4000
20,model_with_pwl_costs_20,14.069061994552612,500,4000
