model number,model name,time taken to optimise (in seconds),number of partitions,partition size
4,model_with_separate_variables_4,0.008356809616088867,50,250
5,model_with_separate_variables_5,0.008227825164794922,50,250
6,model_with_separate_variables_6,0.008175849914550781,50,250
7,model_with_separate_variables_7,0.00828695297241211,50,250
8,model_with_separate_variables_8,0.008188724517822266,50,250
9,model_with_separate_variables_9,0.008021116256713867,50,250
10,model_with_separate_variables_10,0.008017778396606445,50,250
11,model_with_separate_variables_11,0.008076190948486328,50,250
12,model_with_separate_variables_12,0.007987022399902344,50,250
13,model_with_separate_variables_13,0.008018016815185547,50,250
14,model_with_separate_variables_14,0.007959604263305664,50,250
15,model_with_separate_variables_15,0.008056163787841797,50,250
16,model_with_separate_variables_16,0.008159875869750977,50,250
17,model_with_separate_variables_17,0.00822591781616211,50,250
18,model_with_separate_variables_18,0.00876307487487793,50,250
19,model_with_separate_variables_19,0.008703231811523438,50,250
20,model_with_separate_variables_20,0.008684158325195312,50,250
21,model_with_separate_variables_21,0.008653879165649414,50,250
22,model_with_separate_variables_22,0.008689165115356445,50,250
23,model_with_separate_variables_23,0.008699893951416016,50,250
24,model_with_separate_variables_24,0.008688926696777344,50,250
0,model_with_pwl_costs_0,0.0029201507568359375,50,250
1,model_with_pwl_costs_1,0.002859830856323242,50,250
2,model_with_pwl_costs_2,0.002878904342651367,50,250
3,model_with_pwl_costs_3,0.002888202667236328,50,250
4,model_with_pwl_costs_4,0.003068208694458008,50,250
5,model_with_pwl_costs_5,0.0028901100158691406,50,250
6,model_with_pwl_costs_6,0.003162860870361328,50,250
7,model_with_pwl_costs_7,0.002897977828979492,50,250
8,model_with_pwl_costs_8,0.002988100051879883,50,250
9,model_with_pwl_costs_9,0.0029010772705078125,50,250
10,model_with_pwl_costs_10,0.002979755401611328,50,250
11,model_with_pwl_costs_11,0.0029709339141845703,50,250
12,model_with_pwl_costs_12,0.0029549598693847656,50,250
13,model_with_pwl_costs_13,0.0029027462005615234,50,250
14,model_with_pwl_costs_14,0.0030069351196289062,50,250
15,model_with_pwl_costs_15,0.00292205810546875,50,250
16,model_with_pwl_costs_16,0.002904176712036133,50,250
17,model_with_pwl_costs_17,0.002937793731689453,50,250
18,model_with_pwl_costs_18,0.0028831958770751953,50,250
19,model_with_pwl_costs_19,0.003062009811401367,50,250
20,model_with_pwl_costs_20,0.002900838851928711,50,250
21,model_with_pwl_costs_21,0.0029959678649902344,50,250
22,model_with_pwl_costs_22,0.0029840469360351562,50,250
23,model_with_pwl_costs_23,0.002949953079223633,50,250
24,model_with_pwl_costs_24,0.0030570030212402344,50,250
0,model_with_separate_variables_0,0.030241012573242188,100,250
1,model_with_separate_variables_1,0.027271270751953125,100,250
2,model_with_separate_variables_2,0.028024911880493164,100,250
3,model_with_separate_variables_3,0.029187917709350586,100,250
4,model_with_separate_variables_4,0.02930593490600586,100,250
5,model_with_separate_variables_5,0.027168989181518555,100,250
6,model_with_separate_variables_6,0.027690887451171875,100,250
7,model_with_separate_variables_7,0.02691197395324707,100,250
8,model_with_separate_variables_8,0.02691507339477539,100,250
9,model_with_separate_variables_9,0.02687215805053711,100,250
10,model_with_separate_variables_10,0.02845001220703125,100,250
11,model_with_separate_variables_11,0.028172016143798828,100,250
12,model_with_separate_variables_12,0.027972698211669922,100,250
13,model_with_separate_variables_13,0.027549028396606445,100,250
14,model_with_separate_variables_14,0.027963876724243164,100,250
15,model_with_separate_variables_15,0.02785205841064453,100,250
16,model_with_separate_variables_16,0.028302907943725586,100,250
17,model_with_separate_variables_17,0.027492046356201172,100,250
18,model_with_separate_variables_18,0.026979923248291016,100,250
19,model_with_separate_variables_19,0.028397083282470703,100,250
20,model_with_separate_variables_20,0.027969837188720703,100,250
21,model_with_separate_variables_21,0.028039932250976562,100,250
22,model_with_separate_variables_22,0.028244972229003906,100,250
23,model_with_separate_variables_23,0.027433156967163086,100,250
24,model_with_separate_variables_24,0.02997612953186035,100,250
0,model_with_pwl_costs_0,0.008080005645751953,100,250
1,model_with_pwl_costs_1,0.007745027542114258,100,250
2,model_with_pwl_costs_2,0.008532047271728516,100,250
3,model_with_pwl_costs_3,0.007754802703857422,100,250
4,model_with_pwl_costs_4,0.008404970169067383,100,250
5,model_with_pwl_costs_5,0.008014917373657227,100,250
6,model_with_pwl_costs_6,0.007859945297241211,100,250
7,model_with_pwl_costs_7,0.007815361022949219,100,250
8,model_with_pwl_costs_8,0.008405923843383789,100,250
9,model_with_pwl_costs_9,0.008359193801879883,100,250
10,model_with_pwl_costs_10,0.005860090255737305,100,250
11,model_with_pwl_costs_11,0.005856037139892578,100,250
12,model_with_pwl_costs_12,0.005453824996948242,100,250
13,model_with_pwl_costs_13,0.00804901123046875,100,250
14,model_with_pwl_costs_14,0.008225202560424805,100,250
15,model_with_pwl_costs_15,0.008408069610595703,100,250
16,model_with_pwl_costs_16,0.00817728042602539,100,250
17,model_with_pwl_costs_17,0.00825810432434082,100,250
18,model_with_pwl_costs_18,0.008414268493652344,100,250
19,model_with_pwl_costs_19,0.00805211067199707,100,250
20,model_with_pwl_costs_20,0.008337974548339844,100,250
21,model_with_pwl_costs_21,0.007922172546386719,100,250
22,model_with_pwl_costs_22,0.00890803337097168,100,250
23,model_with_pwl_costs_23,0.008757829666137695,100,250
24,model_with_pwl_costs_24,0.008150100708007812,100,250
0,model_with_separate_variables_0,0.0720670223236084,250,250
1,model_with_separate_variables_1,0.07210707664489746,250,250
2,model_with_separate_variables_2,0.07794713973999023,250,250
3,model_with_separate_variables_3,0.07765507698059082,250,250
4,model_with_separate_variables_4,0.07684516906738281,250,250
5,model_with_separate_variables_5,0.06955480575561523,250,250
6,model_with_separate_variables_6,0.07362890243530273,250,250
7,model_with_separate_variables_7,0.07077312469482422,250,250
8,model_with_separate_variables_8,0.07163691520690918,250,250
9,model_with_separate_variables_9,0.0737009048461914,250,250
10,model_with_separate_variables_10,0.07841801643371582,250,250
11,model_with_separate_variables_11,0.07365202903747559,250,250
12,model_with_separate_variables_12,0.06957292556762695,250,250
13,model_with_separate_variables_13,0.06938600540161133,250,250
14,model_with_separate_variables_14,0.07316303253173828,250,250
15,model_with_separate_variables_15,0.0743260383605957,250,250
16,model_with_separate_variables_16,0.0737760066986084,250,250
17,model_with_separate_variables_17,0.07652616500854492,250,250
18,model_with_separate_variables_18,0.06911802291870117,250,250
19,model_with_separate_variables_19,0.0764780044555664,250,250
20,model_with_separate_variables_20,0.0732259750366211,250,250
21,model_with_separate_variables_21,0.07912182807922363,250,250
22,model_with_separate_variables_22,0.0718238353729248,250,250
23,model_with_separate_variables_23,0.07781696319580078,250,250
24,model_with_separate_variables_24,0.07560420036315918,250,250
0,model_with_pwl_costs_0,0.03702807426452637,250,250
1,model_with_pwl_costs_1,0.03627729415893555,250,250
2,model_with_pwl_costs_2,0.039288997650146484,250,250
3,model_with_pwl_costs_3,0.03653216361999512,250,250
4,model_with_pwl_costs_4,0.038784027099609375,250,250
5,model_with_pwl_costs_5,0.037528038024902344,250,250
6,model_with_pwl_costs_6,0.03762984275817871,250,250
7,model_with_pwl_costs_7,0.03686094284057617,250,250
8,model_with_pwl_costs_8,0.03761577606201172,250,250
9,model_with_pwl_costs_9,0.03677797317504883,250,250
10,model_with_pwl_costs_10,0.03705906867980957,250,250
11,model_with_pwl_costs_11,0.03727412223815918,250,250
12,model_with_pwl_costs_12,0.03585004806518555,250,250
13,model_with_pwl_costs_13,0.042799949645996094,250,250
14,model_with_pwl_costs_14,0.03691506385803223,250,250
15,model_with_pwl_costs_15,0.03879499435424805,250,250
16,model_with_pwl_costs_16,0.043942928314208984,250,250
17,model_with_pwl_costs_17,0.035880088806152344,250,250
18,model_with_pwl_costs_18,0.038529157638549805,250,250
19,model_with_pwl_costs_19,0.03910684585571289,250,250
20,model_with_pwl_costs_20,0.03415489196777344,250,250
21,model_with_pwl_costs_21,0.03799295425415039,250,250
22,model_with_pwl_costs_22,0.037425994873046875,250,250
23,model_with_pwl_costs_23,0.036244869232177734,250,250
24,model_with_pwl_costs_24,0.03759407997131348,250,250
0,model_with_separate_variables_0,0.1716747283935547,500,250
1,model_with_separate_variables_1,0.16571807861328125,500,250
2,model_with_separate_variables_2,0.17308688163757324,500,250
3,model_with_separate_variables_3,0.17670297622680664,500,250
4,model_with_separate_variables_4,0.16447687149047852,500,250
5,model_with_separate_variables_5,0.16858816146850586,500,250
6,model_with_separate_variables_6,0.16936779022216797,500,250
7,model_with_separate_variables_7,0.16915202140808105,500,250
8,model_with_separate_variables_8,0.17491507530212402,500,250
9,model_with_separate_variables_9,0.15200400352478027,500,250
10,model_with_separate_variables_10,0.1688539981842041,500,250
11,model_with_separate_variables_11,0.170058012008667,500,250
12,model_with_separate_variables_12,0.16684889793395996,500,250
13,model_with_separate_variables_13,0.15618634223937988,500,250
14,model_with_separate_variables_14,0.16802310943603516,500,250
15,model_with_separate_variables_15,0.1858220100402832,500,250
16,model_with_separate_variables_16,0.158919095993042,500,250
17,model_with_separate_variables_17,0.16742300987243652,500,250
18,model_with_separate_variables_18,0.16544079780578613,500,250
19,model_with_separate_variables_19,0.15580511093139648,500,250
20,model_with_separate_variables_20,0.15594816207885742,500,250
21,model_with_separate_variables_21,0.15732216835021973,500,250
22,model_with_separate_variables_22,0.16734004020690918,500,250
23,model_with_separate_variables_23,0.1685929298400879,500,250
24,model_with_separate_variables_24,0.16472601890563965,500,250
0,model_with_pwl_costs_0,0.1043388843536377,500,250
1,model_with_pwl_costs_1,0.09464693069458008,500,250
2,model_with_pwl_costs_2,0.09644794464111328,500,250
3,model_with_pwl_costs_3,0.10780596733093262,500,250
4,model_with_pwl_costs_4,0.10458230972290039,500,250
5,model_with_pwl_costs_5,0.1077430248260498,500,250
6,model_with_pwl_costs_6,0.10238194465637207,500,250
7,model_with_pwl_costs_7,0.09574222564697266,500,250
8,model_with_pwl_costs_8,0.10419702529907227,500,250
9,model_with_pwl_costs_9,0.10407805442810059,500,250
10,model_with_pwl_costs_10,0.10368609428405762,500,250
11,model_with_pwl_costs_11,0.10155391693115234,500,250
12,model_with_pwl_costs_12,0.10523295402526855,500,250
13,model_with_pwl_costs_13,0.10529112815856934,500,250
14,model_with_pwl_costs_14,0.10191202163696289,500,250
15,model_with_pwl_costs_15,0.10883879661560059,500,250
16,model_with_pwl_costs_16,0.10248112678527832,500,250
17,model_with_pwl_costs_17,0.1043241024017334,500,250
18,model_with_pwl_costs_18,0.09844088554382324,500,250
19,model_with_pwl_costs_19,0.10233902931213379,500,250
20,model_with_pwl_costs_20,0.10951685905456543,500,250
21,model_with_pwl_costs_21,0.10164284706115723,500,250
22,model_with_pwl_costs_22,0.10140395164489746,500,250
23,model_with_pwl_costs_23,0.10728025436401367,500,250
24,model_with_pwl_costs_24,0.10359025001525879,500,250
0,model_with_separate_variables_0,0.0016880035400390625,5,500
1,model_with_separate_variables_1,0.0016238689422607422,5,500
2,model_with_separate_variables_2,0.0016100406646728516,5,500
3,model_with_separate_variables_3,0.0016510486602783203,5,500
4,model_with_separate_variables_4,0.0016269683837890625,5,500
5,model_with_separate_variables_5,0.0016357898712158203,5,500
6,model_with_separate_variables_6,0.001622915267944336,5,500
7,model_with_separate_variables_7,0.0016338825225830078,5,500
8,model_with_separate_variables_8,0.0016529560089111328,5,500
9,model_with_separate_variables_9,0.0016491413116455078,5,500
10,model_with_separate_variables_10,0.0016438961029052734,5,500
11,model_with_separate_variables_11,0.001657724380493164,5,500
12,model_with_separate_variables_12,0.0016298294067382812,5,500
13,model_with_separate_variables_13,0.0016181468963623047,5,500
14,model_with_separate_variables_14,0.0016078948974609375,5,500
15,model_with_separate_variables_15,0.0016760826110839844,5,500
16,model_with_separate_variables_16,0.0016562938690185547,5,500
17,model_with_separate_variables_17,0.0016639232635498047,5,500
18,model_with_separate_variables_18,0.0016357898712158203,5,500
19,model_with_separate_variables_19,0.0016508102416992188,5,500
20,model_with_separate_variables_20,0.0016069412231445312,5,500
21,model_with_separate_variables_21,0.0016567707061767578,5,500
22,model_with_separate_variables_22,0.0016329288482666016,5,500
23,model_with_separate_variables_23,0.0016407966613769531,5,500
24,model_with_separate_variables_24,0.0016222000122070312,5,500
0,model_with_pwl_costs_0,0.00030112266540527344,5,500
1,model_with_pwl_costs_1,0.0002961158752441406,5,500
2,model_with_pwl_costs_2,0.0003037452697753906,5,500
3,model_with_pwl_costs_3,0.0003151893615722656,5,500
4,model_with_pwl_costs_4,0.0002989768981933594,5,500
5,model_with_pwl_costs_5,0.00031113624572753906,5,500
6,model_with_pwl_costs_6,0.00031685829162597656,5,500
7,model_with_pwl_costs_7,0.0003008842468261719,5,500
8,model_with_pwl_costs_8,0.00030112266540527344,5,500
9,model_with_pwl_costs_9,0.0002961158752441406,5,500
10,model_with_pwl_costs_10,0.0002961158752441406,5,500
11,model_with_pwl_costs_11,0.00030994415283203125,5,500
12,model_with_pwl_costs_12,0.00030684471130371094,5,500
13,model_with_pwl_costs_13,0.00029397010803222656,5,500
14,model_with_pwl_costs_14,0.00030684471130371094,5,500
15,model_with_pwl_costs_15,0.00029015541076660156,5,500
16,model_with_pwl_costs_16,0.0002970695495605469,5,500
17,model_with_pwl_costs_17,0.00030112266540527344,5,500
18,model_with_pwl_costs_18,0.0003018379211425781,5,500
19,model_with_pwl_costs_19,0.00031113624572753906,5,500
20,model_with_pwl_costs_20,0.0003108978271484375,5,500
21,model_with_pwl_costs_21,0.00029087066650390625,5,500
22,model_with_pwl_costs_22,0.0003020763397216797,5,500
23,model_with_pwl_costs_23,0.0002949237823486328,5,500
24,model_with_pwl_costs_24,0.0003108978271484375,5,500
0,model_with_separate_variables_0,0.0074901580810546875,20,500
1,model_with_separate_variables_1,0.00781869888305664,20,500
2,model_with_separate_variables_2,0.006978034973144531,20,500
3,model_with_separate_variables_3,0.006699085235595703,20,500
4,model_with_separate_variables_4,0.006952047348022461,20,500
5,model_with_separate_variables_5,0.0068628787994384766,20,500
6,model_with_separate_variables_6,0.0068700313568115234,20,500
7,model_with_separate_variables_7,0.006777048110961914,20,500
8,model_with_separate_variables_8,0.006757020950317383,20,500
9,model_with_separate_variables_9,0.00667119026184082,20,500
10,model_with_separate_variables_10,0.006706953048706055,20,500
11,model_with_separate_variables_11,0.006767749786376953,20,500
12,model_with_separate_variables_12,0.006700038909912109,20,500
13,model_with_separate_variables_13,0.006712913513183594,20,500
14,model_with_separate_variables_14,0.00678706169128418,20,500
15,model_with_separate_variables_15,0.006737947463989258,20,500
16,model_with_separate_variables_16,0.006694793701171875,20,500
