model number,model name,time taken to build model (in seconds),number of partitions,partition size
14,model_with_pwl_costs_14,0.007002115249633789,5,3000
15,model_with_pwl_costs_15,0.007148265838623047,5,3000
16,model_with_pwl_costs_16,0.007100105285644531,5,3000
17,model_with_pwl_costs_17,0.0070989131927490234,5,3000
18,model_with_pwl_costs_18,0.0072021484375,5,3000
19,model_with_pwl_costs_19,0.00712895393371582,5,3000
20,model_with_pwl_costs_20,0.007143974304199219,5,3000
21,model_with_pwl_costs_21,0.007216215133666992,5,3000
22,model_with_pwl_costs_22,0.0071468353271484375,5,3000
23,model_with_pwl_costs_23,0.00724029541015625,5,3000
24,model_with_pwl_costs_24,0.00715327262878418,5,3000
0,model_with_separate_variables_0,0.32592320442199707,20,3000
1,model_with_separate_variables_1,0.4365570545196533,20,3000
2,model_with_separate_variables_2,0.5412013530731201,20,3000
3,model_with_separate_variables_3,0.6511187553405762,20,3000
4,model_with_separate_variables_4,0.758094072341919,20,3000
5,model_with_separate_variables_5,0.8743891716003418,20,3000
6,model_with_separate_variables_6,0.9683561325073242,20,3000
7,model_with_separate_variables_7,1.0978178977966309,20,3000
8,model_with_separate_variables_8,1.180481195449829,20,3000
9,model_with_separate_variables_9,1.2969810962677002,20,3000
10,model_with_separate_variables_10,1.417466163635254,20,3000
11,model_with_separate_variables_11,1.5601530075073242,20,3000
12,model_with_separate_variables_12,1.6413850784301758,20,3000
13,model_with_separate_variables_13,1.7353692054748535,20,3000
14,model_with_separate_variables_14,1.8356308937072754,20,3000
15,model_with_separate_variables_15,1.9677813053131104,20,3000
16,model_with_separate_variables_16,2.254251003265381,20,3000
17,model_with_separate_variables_17,2.160851001739502,20,3000
18,model_with_separate_variables_18,2.2902820110321045,20,3000
19,model_with_separate_variables_19,2.3699140548706055,20,3000
20,model_with_separate_variables_20,2.7054200172424316,20,3000
21,model_with_separate_variables_21,2.609999895095825,20,3000
22,model_with_separate_variables_22,2.7265639305114746,20,3000
23,model_with_separate_variables_23,2.9419519901275635,20,3000
24,model_with_separate_variables_24,2.9787352085113525,20,3000
0,model_with_pwl_costs_0,0.023676156997680664,20,3000
1,model_with_pwl_costs_1,0.023665189743041992,20,3000
2,model_with_pwl_costs_2,0.025751113891601562,20,3000
3,model_with_pwl_costs_3,0.02362990379333496,20,3000
4,model_with_pwl_costs_4,0.023607969284057617,20,3000
5,model_with_pwl_costs_5,0.02333521842956543,20,3000
6,model_with_pwl_costs_6,0.02338719367980957,20,3000
7,model_with_pwl_costs_7,0.02362227439880371,20,3000
8,model_with_pwl_costs_8,0.023427963256835938,20,3000
9,model_with_pwl_costs_9,0.02358722686767578,20,3000
10,model_with_pwl_costs_10,0.023708105087280273,20,3000
11,model_with_pwl_costs_11,0.023494958877563477,20,3000
12,model_with_pwl_costs_12,0.02360987663269043,20,3000
13,model_with_pwl_costs_13,0.02377796173095703,20,3000
14,model_with_pwl_costs_14,0.023647069931030273,20,3000
15,model_with_pwl_costs_15,0.023748159408569336,20,3000
16,model_with_pwl_costs_16,0.023887157440185547,20,3000
17,model_with_pwl_costs_17,0.023773193359375,20,3000
18,model_with_pwl_costs_18,0.0236358642578125,20,3000
19,model_with_pwl_costs_19,0.02411198616027832,20,3000
20,model_with_pwl_costs_20,0.02378702163696289,20,3000
21,model_with_pwl_costs_21,0.023780345916748047,20,3000
22,model_with_pwl_costs_22,0.02391791343688965,20,3000
23,model_with_pwl_costs_23,0.023623943328857422,20,3000
24,model_with_pwl_costs_24,0.023920774459838867,20,3000
0,model_with_separate_variables_0,0.8216612339019775,50,3000
1,model_with_separate_variables_1,1.1053011417388916,50,3000
2,model_with_separate_variables_2,1.39113187789917,50,3000
3,model_with_separate_variables_3,1.7351438999176025,50,3000
4,model_with_separate_variables_4,2.070667028427124,50,3000
5,model_with_separate_variables_5,2.3242619037628174,50,3000
6,model_with_separate_variables_6,2.664699077606201,50,3000
7,model_with_separate_variables_7,2.774894952774048,50,3000
8,model_with_separate_variables_8,3.2777621746063232,50,3000
9,model_with_separate_variables_9,3.3766908645629883,50,3000
10,model_with_separate_variables_10,3.8339319229125977,50,3000
11,model_with_separate_variables_11,3.871354103088379,50,3000
12,model_with_separate_variables_12,4.1692821979522705,50,3000
13,model_with_separate_variables_13,4.7554612159729,50,3000
14,model_with_separate_variables_14,4.649693012237549,50,3000
15,model_with_separate_variables_15,5.024839162826538,50,3000
16,model_with_separate_variables_16,5.714019298553467,50,3000
17,model_with_separate_variables_17,5.539069175720215,50,3000
18,model_with_separate_variables_18,6.001359939575195,50,3000
19,model_with_separate_variables_19,6.1015870571136475,50,3000
20,model_with_separate_variables_20,6.388124942779541,50,3000
21,model_with_separate_variables_21,7.146615266799927,50,3000
22,model_with_separate_variables_22,6.958395481109619,50,3000
23,model_with_separate_variables_23,7.221963882446289,50,3000
24,model_with_separate_variables_24,7.533932209014893,50,3000
0,model_with_pwl_costs_0,0.05770111083984375,50,3000
1,model_with_pwl_costs_1,0.05792498588562012,50,3000
2,model_with_pwl_costs_2,0.05717015266418457,50,3000
3,model_with_pwl_costs_3,0.056887149810791016,50,3000
4,model_with_pwl_costs_4,0.057507991790771484,50,3000
5,model_with_pwl_costs_5,0.05724215507507324,50,3000
6,model_with_pwl_costs_6,0.05740213394165039,50,3000
7,model_with_pwl_costs_7,0.057633161544799805,50,3000
8,model_with_pwl_costs_8,0.05731320381164551,50,3000
9,model_with_pwl_costs_9,0.05712127685546875,50,3000
10,model_with_pwl_costs_10,0.05737614631652832,50,3000
11,model_with_pwl_costs_11,0.05710291862487793,50,3000
12,model_with_pwl_costs_12,0.05808115005493164,50,3000
13,model_with_pwl_costs_13,0.057949066162109375,50,3000
14,model_with_pwl_costs_14,0.05742192268371582,50,3000
15,model_with_pwl_costs_15,0.059374094009399414,50,3000
16,model_with_pwl_costs_16,0.05765795707702637,50,3000
17,model_with_pwl_costs_17,0.05798792839050293,50,3000
18,model_with_pwl_costs_18,0.05803394317626953,50,3000
19,model_with_pwl_costs_19,0.05793595314025879,50,3000
20,model_with_pwl_costs_20,0.05765104293823242,50,3000
21,model_with_pwl_costs_21,0.07382082939147949,50,3000
22,model_with_pwl_costs_22,0.057949066162109375,50,3000
23,model_with_pwl_costs_23,0.05769085884094238,50,3000
24,model_with_pwl_costs_24,0.058339834213256836,50,3000
0,model_with_separate_variables_0,1.6625452041625977,100,3000
1,model_with_separate_variables_1,2.2690038681030273,100,3000
2,model_with_separate_variables_2,2.786600112915039,100,3000
3,model_with_separate_variables_3,3.359924793243408,100,3000
4,model_with_separate_variables_4,4.203925132751465,100,3000
5,model_with_separate_variables_5,4.744543790817261,100,3000
6,model_with_separate_variables_6,5.403982400894165,100,3000
7,model_with_separate_variables_7,5.659955739974976,100,3000
8,model_with_separate_variables_8,6.644168138504028,100,3000
9,model_with_separate_variables_9,6.851708889007568,100,3000
10,model_with_separate_variables_10,7.74227499961853,100,3000
11,model_with_separate_variables_11,7.824220895767212,100,3000
12,model_with_separate_variables_12,8.372300148010254,100,3000
13,model_with_separate_variables_13,9.640551090240479,100,3000
14,model_with_separate_variables_14,9.59573221206665,100,3000
15,model_with_separate_variables_15,10.180059909820557,100,3000
16,model_with_separate_variables_16,10.836246967315674,100,3000
17,model_with_separate_variables_17,12.166515111923218,100,3000
18,model_with_separate_variables_18,12.101720809936523,100,3000
19,model_with_separate_variables_19,12.302622079849243,100,3000
20,model_with_separate_variables_20,12.832030057907104,100,3000
21,model_with_separate_variables_21,14.423025131225586,100,3000
22,model_with_separate_variables_22,14.05968713760376,100,3000
23,model_with_separate_variables_23,14.57492709159851,100,3000
24,model_with_separate_variables_24,15.195397853851318,100,3000
0,model_with_pwl_costs_0,0.11349630355834961,100,3000
1,model_with_pwl_costs_1,0.11235785484313965,100,3000
2,model_with_pwl_costs_2,0.11229205131530762,100,3000
3,model_with_pwl_costs_3,0.11190915107727051,100,3000
4,model_with_pwl_costs_4,0.11296415328979492,100,3000
5,model_with_pwl_costs_5,0.1126871109008789,100,3000
6,model_with_pwl_costs_6,0.11382532119750977,100,3000
7,model_with_pwl_costs_7,0.11277031898498535,100,3000
8,model_with_pwl_costs_8,0.11263108253479004,100,3000
9,model_with_pwl_costs_9,0.11455893516540527,100,3000
10,model_with_pwl_costs_10,0.1145329475402832,100,3000
11,model_with_pwl_costs_11,0.1161489486694336,100,3000
12,model_with_pwl_costs_12,0.11580896377563477,100,3000
13,model_with_pwl_costs_13,0.11605405807495117,100,3000
14,model_with_pwl_costs_14,0.11714816093444824,100,3000
15,model_with_pwl_costs_15,0.11462521553039551,100,3000
16,model_with_pwl_costs_16,0.11962723731994629,100,3000
17,model_with_pwl_costs_17,0.11580491065979004,100,3000
18,model_with_pwl_costs_18,0.11419320106506348,100,3000
19,model_with_pwl_costs_19,0.11628890037536621,100,3000
20,model_with_pwl_costs_20,0.1172339916229248,100,3000
21,model_with_pwl_costs_21,0.11785697937011719,100,3000
22,model_with_pwl_costs_22,0.11490106582641602,100,3000
23,model_with_pwl_costs_23,0.11791110038757324,100,3000
24,model_with_pwl_costs_24,0.11656904220581055,100,3000
0,model_with_separate_variables_0,4.520792007446289,250,3000
1,model_with_separate_variables_1,6.45468807220459,250,3000
2,model_with_separate_variables_2,7.4632408618927,250,3000
3,model_with_separate_variables_3,9.567986011505127,250,3000
4,model_with_separate_variables_4,10.538407802581787,250,3000
5,model_with_separate_variables_5,12.224931955337524,250,3000
6,model_with_separate_variables_6,12.972103834152222,250,3000
7,model_with_separate_variables_7,15.420181274414062,250,3000
8,model_with_separate_variables_8,15.58740782737732,250,3000
9,model_with_separate_variables_9,18.14729619026184,250,3000
10,model_with_separate_variables_10,18.59544610977173,250,3000
11,model_with_separate_variables_11,21.382738828659058,250,3000
12,model_with_separate_variables_12,21.61378312110901,250,3000
13,model_with_separate_variables_13,23.073957920074463,250,3000
14,model_with_separate_variables_14,26.65109920501709,250,3000
15,model_with_separate_variables_15,25.439412832260132,250,3000
16,model_with_separate_variables_16,26.88135004043579,250,3000
17,model_with_separate_variables_17,28.403889894485474,250,3000
18,model_with_separate_variables_18,31.8288311958313,250,3000
19,model_with_separate_variables_19,31.15658712387085,250,3000
20,model_with_separate_variables_20,32.683419704437256,250,3000
21,model_with_separate_variables_21,34.14002704620361,250,3000
22,model_with_separate_variables_22,38.205403089523315,250,3000
23,model_with_separate_variables_23,37.11844992637634,250,3000
24,model_with_separate_variables_24,38.43885517120361,250,3000
0,model_with_pwl_costs_0,0.28109002113342285,250,3000
1,model_with_pwl_costs_1,0.2856740951538086,250,3000
2,model_with_pwl_costs_2,0.2852327823638916,250,3000
3,model_with_pwl_costs_3,0.2960958480834961,250,3000
4,model_with_pwl_costs_4,0.2814011573791504,250,3000
5,model_with_pwl_costs_5,0.2814357280731201,250,3000
6,model_with_pwl_costs_6,0.29033899307250977,250,3000
7,model_with_pwl_costs_7,0.28584814071655273,250,3000
8,model_with_pwl_costs_8,0.28577089309692383,250,3000
9,model_with_pwl_costs_9,0.2850980758666992,250,3000
10,model_with_pwl_costs_10,0.28385400772094727,250,3000
11,model_with_pwl_costs_11,0.28437185287475586,250,3000
12,model_with_pwl_costs_12,0.28748393058776855,250,3000
13,model_with_pwl_costs_13,0.2848050594329834,250,3000
14,model_with_pwl_costs_14,0.2872660160064697,250,3000
15,model_with_pwl_costs_15,0.2875099182128906,250,3000
16,model_with_pwl_costs_16,0.289078950881958,250,3000
17,model_with_pwl_costs_17,0.2909889221191406,250,3000
18,model_with_pwl_costs_18,0.29190802574157715,250,3000
19,model_with_pwl_costs_19,0.28722667694091797,250,3000
20,model_with_pwl_costs_20,0.2937741279602051,250,3000
21,model_with_pwl_costs_21,0.2904019355773926,250,3000
22,model_with_pwl_costs_22,0.2932860851287842,250,3000
23,model_with_pwl_costs_23,0.2956559658050537,250,3000
24,model_with_pwl_costs_24,0.2936880588531494,250,3000
0,model_with_separate_variables_0,8.818618774414062,500,3000
1,model_with_separate_variables_1,11.998575925827026,500,3000
2,model_with_separate_variables_2,14.643983840942383,500,3000
3,model_with_separate_variables_3,17.734684944152832,500,3000
4,model_with_separate_variables_4,21.074216842651367,500,3000
5,model_with_separate_variables_5,24.372692823410034,500,3000
6,model_with_separate_variables_6,27.77883791923523,500,3000
7,model_with_separate_variables_7,29.54580307006836,500,3000
8,model_with_separate_variables_8,33.022528648376465,500,3000
9,model_with_separate_variables_9,34.25486516952515,500,3000
10,model_with_separate_variables_10,39.39010167121887,500,3000
11,model_with_separate_variables_11,40.32032299041748,500,3000
12,model_with_separate_variables_12,45.89893698692322,500,3000
13,model_with_separate_variables_13,46.06762409210205,500,3000
14,model_with_separate_variables_14,50.089569091796875,500,3000
15,model_with_separate_variables_15,54.10237264633179,500,3000
16,model_with_separate_variables_16,53.77604794502258,500,3000
17,model_with_separate_variables_17,56.56022381782532,500,3000
18,model_with_separate_variables_18,59.85789203643799,500,3000
19,model_with_separate_variables_19,67.02679204940796,500,3000
20,model_with_separate_variables_20,65.5166347026825,500,3000
21,model_with_separate_variables_21,68.40094304084778,500,3000
22,model_with_separate_variables_22,71.5812668800354,500,3000
23,model_with_separate_variables_23,74.51892304420471,500,3000
24,model_with_separate_variables_24,83.05945372581482,500,3000
0,model_with_pwl_costs_0,0.5606048107147217,500,3000
1,model_with_pwl_costs_1,0.5688738822937012,500,3000
2,model_with_pwl_costs_2,0.5761008262634277,500,3000
3,model_with_pwl_costs_3,0.5724020004272461,500,3000
4,model_with_pwl_costs_4,0.5791518688201904,500,3000
5,model_with_pwl_costs_5,0.5772280693054199,500,3000
6,model_with_pwl_costs_6,0.5744969844818115,500,3000
7,model_with_pwl_costs_7,0.594106912612915,500,3000
8,model_with_pwl_costs_8,0.5815439224243164,500,3000
9,model_with_pwl_costs_9,0.5715126991271973,500,3000
10,model_with_pwl_costs_10,0.5738039016723633,500,3000
11,model_with_pwl_costs_11,0.5802178382873535,500,3000
12,model_with_pwl_costs_12,0.5790660381317139,500,3000
13,model_with_pwl_costs_13,0.5875177383422852,500,3000
14,model_with_pwl_costs_14,0.5896198749542236,500,3000
15,model_with_pwl_costs_15,0.58095383644104,500,3000
16,model_with_pwl_costs_16,0.5981438159942627,500,3000
17,model_with_pwl_costs_17,0.5757999420166016,500,3000
18,model_with_pwl_costs_18,0.5806529521942139,500,3000
19,model_with_pwl_costs_19,0.5818040370941162,500,3000
20,model_with_pwl_costs_20,0.5857391357421875,500,3000
21,model_with_pwl_costs_21,0.5832087993621826,500,3000
22,model_with_pwl_costs_22,0.5843760967254639,500,3000
23,model_with_pwl_costs_23,0.5834817886352539,500,3000
24,model_with_pwl_costs_24,0.587770938873291,500,3000
0,model_with_separate_variables_0,0.1075589656829834,5,4000
1,model_with_separate_variables_1,0.1427137851715088,5,4000
2,model_with_separate_variables_2,0.17862415313720703,5,4000
3,model_with_separate_variables_3,0.21343708038330078,5,4000
4,model_with_separate_variables_4,0.2529420852661133,5,4000
5,model_with_separate_variables_5,0.2865731716156006,5,4000
6,model_with_separate_variables_6,0.32210302352905273,5,4000
7,model_with_separate_variables_7,0.35543322563171387,5,4000
8,model_with_separate_variables_8,0.39696621894836426,5,4000
9,model_with_separate_variables_9,0.4253361225128174,5,4000
10,model_with_separate_variables_10,0.46360111236572266,5,4000
11,model_with_separate_variables_11,0.5016310214996338,5,4000
12,model_with_separate_variables_12,0.537017822265625,5,4000
13,model_with_separate_variables_13,0.5716221332550049,5,4000
14,model_with_separate_variables_14,0.6065652370452881,5,4000
15,model_with_separate_variables_15,0.6465411186218262,5,4000
16,model_with_separate_variables_16,0.6797142028808594,5,4000
17,model_with_separate_variables_17,0.7168910503387451,5,4000
18,model_with_separate_variables_18,0.746157169342041,5,4000
19,model_with_separate_variables_19,0.7872071266174316,5,4000
20,model_with_separate_variables_20,0.8322710990905762,5,4000
21,model_with_separate_variables_21,0.8525969982147217,5,4000
22,model_with_separate_variables_22,0.8868672847747803,5,4000
23,model_with_separate_variables_23,0.9350430965423584,5,4000
24,model_with_separate_variables_24,0.9714972972869873,5,4000
0,model_with_pwl_costs_0,0.009153127670288086,5,4000
1,model_with_pwl_costs_1,0.009282350540161133,5,4000
2,model_with_pwl_costs_2,0.009194135665893555,5,4000
3,model_with_pwl_costs_3,0.009197235107421875,5,4000
4,model_with_pwl_costs_4,0.009194135665893555,5,4000
5,model_with_pwl_costs_5,0.009194135665893555,5,4000
6,model_with_pwl_costs_6,0.00919032096862793,5,4000
7,model_with_pwl_costs_7,0.009195089340209961,5,4000
8,model_with_pwl_costs_8,0.009351968765258789,5,4000
9,model_with_pwl_costs_9,0.009208202362060547,5,4000
10,model_with_pwl_costs_10,0.009316205978393555,5,4000
11,model_with_pwl_costs_11,0.009233236312866211,5,4000
12,model_with_pwl_costs_12,0.009332895278930664,5,4000
13,model_with_pwl_costs_13,0.009282112121582031,5,4000
14,model_with_pwl_costs_14,0.0104827880859375,5,4000
15,model_with_pwl_costs_15,0.009308815002441406,5,4000
16,model_with_pwl_costs_16,0.009275197982788086,5,4000
17,model_with_pwl_costs_17,0.009385108947753906,5,4000
18,model_with_pwl_costs_18,0.009307146072387695,5,4000
19,model_with_pwl_costs_19,0.00931406021118164,5,4000
20,model_with_pwl_costs_20,0.009309053421020508,5,4000
21,model_with_pwl_costs_21,0.009316205978393555,5,4000
22,model_with_pwl_costs_22,0.009337186813354492,5,4000
23,model_with_pwl_costs_23,0.009469032287597656,5,4000
24,model_with_pwl_costs_24,0.009385347366333008,5,4000
0,model_with_separate_variables_0,0.43221402168273926,20,4000
1,model_with_separate_variables_1,0.578214168548584,20,4000
2,model_with_separate_variables_2,0.7256672382354736,20,4000
3,model_with_separate_variables_3,0.8841540813446045,20,4000
4,model_with_separate_variables_4,1.0226547718048096,20,4000
5,model_with_separate_variables_5,1.153791904449463,20,4000
6,model_with_separate_variables_6,1.2941198348999023,20,4000
7,model_with_separate_variables_7,1.4585137367248535,20,4000
8,model_with_separate_variables_8,1.616786241531372,20,4000
9,model_with_separate_variables_9,1.7293031215667725,20,4000
10,model_with_separate_variables_10,1.876235008239746,20,4000
11,model_with_separate_variables_11,2.0280251502990723,20,4000
12,model_with_separate_variables_12,2.1747589111328125,20,4000
13,model_with_separate_variables_13,2.321861982345581,20,4000
14,model_with_separate_variables_14,2.456916093826294,20,4000
15,model_with_separate_variables_15,2.6368048191070557,20,4000
16,model_with_separate_variables_16,2.779628038406372,20,4000
17,model_with_separate_variables_17,2.980642795562744,20,4000
18,model_with_separate_variables_18,3.0765979290008545,20,4000
19,model_with_separate_variables_19,3.2236478328704834,20,4000
20,model_with_separate_variables_20,3.391957998275757,20,4000
21,model_with_separate_variables_21,3.5393619537353516,20,4000
22,model_with_separate_variables_22,3.6840901374816895,20,4000
23,model_with_separate_variables_23,3.846353769302368,20,4000
24,model_with_separate_variables_24,3.9930779933929443,20,4000
0,model_with_pwl_costs_0,0.030566930770874023,20,4000
1,model_with_pwl_costs_1,0.030977964401245117,20,4000
2,model_with_pwl_costs_2,0.03075575828552246,20,4000
3,model_with_pwl_costs_3,0.03250908851623535,20,4000
4,model_with_pwl_costs_4,0.030898094177246094,20,4000
5,model_with_pwl_costs_5,0.030508995056152344,20,4000
6,model_with_pwl_costs_6,0.030752182006835938,20,4000
7,model_with_pwl_costs_7,0.030766963958740234,20,4000
8,model_with_pwl_costs_8,0.03093886375427246,20,4000
9,model_with_pwl_costs_9,0.030604124069213867,20,4000
10,model_with_pwl_costs_10,0.031031131744384766,20,4000
11,model_with_pwl_costs_11,0.031203746795654297,20,4000
12,model_with_pwl_costs_12,0.03090190887451172,20,4000
13,model_with_pwl_costs_13,0.031147003173828125,20,4000
14,model_with_pwl_costs_14,0.0308077335357666,20,4000
15,model_with_pwl_costs_15,0.030801773071289062,20,4000
16,model_with_pwl_costs_16,0.03079676628112793,20,4000
17,model_with_pwl_costs_17,0.030927181243896484,20,4000
18,model_with_pwl_costs_18,0.030755043029785156,20,4000
19,model_with_pwl_costs_19,0.03112006187438965,20,4000
20,model_with_pwl_costs_20,0.031054019927978516,20,4000
21,model_with_pwl_costs_21,0.031150102615356445,20,4000
22,model_with_pwl_costs_22,0.03136610984802246,20,4000
23,model_with_pwl_costs_23,0.030758142471313477,20,4000
24,model_with_pwl_costs_24,0.031173229217529297,20,4000
0,model_with_separate_variables_0,1.1380600929260254,50,4000
1,model_with_separate_variables_1,1.651545763015747,50,4000
2,model_with_separate_variables_2,2.015108823776245,50,4000
3,model_with_separate_variables_3,2.3619399070739746,50,4000
4,model_with_separate_variables_4,2.726008892059326,50,4000
5,model_with_separate_variables_5,3.1681182384490967,50,4000
6,model_with_separate_variables_6,3.3888518810272217,50,4000
7,model_with_separate_variables_7,3.928241729736328,50,4000
8,model_with_separate_variables_8,4.041982173919678,50,4000
9,model_with_separate_variables_9,4.943954706192017,50,4000
10,model_with_separate_variables_10,4.838235139846802,50,4000
11,model_with_separate_variables_11,5.604715824127197,50,4000
12,model_with_separate_variables_12,5.6265246868133545,50,4000
13,model_with_separate_variables_13,6.109119892120361,50,4000
14,model_with_separate_variables_14,6.7367167472839355,50,4000
15,model_with_separate_variables_15,6.597986936569214,50,4000
16,model_with_separate_variables_16,6.9753031730651855,50,4000
17,model_with_separate_variables_17,7.43853497505188,50,4000
18,model_with_separate_variables_18,8.403757095336914,50,4000
19,model_with_separate_variables_19,8.18028998374939,50,4000
20,model_with_separate_variables_20,8.577081680297852,50,4000
21,model_with_separate_variables_21,8.943233966827393,50,4000
22,model_with_separate_variables_22,9.860394716262817,50,4000
23,model_with_separate_variables_23,9.811810731887817,50,4000
24,model_with_separate_variables_24,10.025593042373657,50,4000
0,model_with_pwl_costs_0,0.12324690818786621,50,4000
1,model_with_pwl_costs_1,0.0754690170288086,50,4000
2,model_with_pwl_costs_2,0.07607007026672363,50,4000
3,model_with_pwl_costs_3,0.07651376724243164,50,4000
4,model_with_pwl_costs_4,0.07518935203552246,50,4000
5,model_with_pwl_costs_5,0.07478690147399902,50,4000
6,model_with_pwl_costs_6,0.07548308372497559,50,4000
7,model_with_pwl_costs_7,0.07504606246948242,50,4000
8,model_with_pwl_costs_8,0.07522177696228027,50,4000
9,model_with_pwl_costs_9,0.0753178596496582,50,4000
10,model_with_pwl_costs_10,0.07613682746887207,50,4000
11,model_with_pwl_costs_11,0.07569193840026855,50,4000
12,model_with_pwl_costs_12,0.07527995109558105,50,4000
13,model_with_pwl_costs_13,0.07617878913879395,50,4000
14,model_with_pwl_costs_14,0.07588768005371094,50,4000
15,model_with_pwl_costs_15,0.07596397399902344,50,4000
16,model_with_pwl_costs_16,0.0766456127166748,50,4000
17,model_with_pwl_costs_17,0.07580900192260742,50,4000
18,model_with_pwl_costs_18,0.07629108428955078,50,4000
19,model_with_pwl_costs_19,0.07664656639099121,50,4000
20,model_with_pwl_costs_20,0.07631611824035645,50,4000
21,model_with_pwl_costs_21,0.07610511779785156,50,4000
22,model_with_pwl_costs_22,0.07593393325805664,50,4000
23,model_with_pwl_costs_23,0.07629609107971191,50,4000
24,model_with_pwl_costs_24,0.07790303230285645,50,4000
0,model_with_separate_variables_0,2.240661144256592,100,4000
1,model_with_separate_variables_1,3.1754050254821777,100,4000
2,model_with_separate_variables_2,3.948525905609131,100,4000
3,model_with_separate_variables_3,5.050209999084473,100,4000
4,model_with_separate_variables_4,5.58536171913147,100,4000
5,model_with_separate_variables_5,6.088788747787476,100,4000
6,model_with_separate_variables_6,7.321064710617065,100,4000
7,model_with_separate_variables_7,8.027499914169312,100,4000
8,model_with_separate_variables_8,8.353715181350708,100,4000
9,model_with_separate_variables_9,9.659073829650879,100,4000
10,model_with_separate_variables_10,9.86058497428894,100,4000
11,model_with_separate_variables_11,11.32178282737732,100,4000
12,model_with_separate_variables_12,11.473301887512207,100,4000
13,model_with_separate_variables_13,12.527204990386963,100,4000
14,model_with_separate_variables_14,13.614173889160156,100,4000
15,model_with_separate_variables_15,13.513293981552124,100,4000
16,model_with_separate_variables_16,14.282668828964233,100,4000
17,model_with_separate_variables_17,15.092074871063232,100,4000
18,model_with_separate_variables_18,16.77429699897766,100,4000
19,model_with_separate_variables_19,16.601373195648193,100,4000
20,model_with_separate_variables_20,17.324248552322388,100,4000
21,model_with_separate_variables_21,18.18287682533264,100,4000
22,model_with_separate_variables_22,18.965176820755005,100,4000
23,model_with_separate_variables_23,21.090256690979004,100,4000
24,model_with_separate_variables_24,20.495582818984985,100,4000
0,model_with_pwl_costs_0,0.1492769718170166,100,4000
1,model_with_pwl_costs_1,0.1491847038269043,100,4000
2,model_with_pwl_costs_2,0.1493077278137207,100,4000
3,model_with_pwl_costs_3,0.15188384056091309,100,4000
4,model_with_pwl_costs_4,0.1529247760772705,100,4000
5,model_with_pwl_costs_5,0.15024876594543457,100,4000
6,model_with_pwl_costs_6,0.1516878604888916,100,4000
7,model_with_pwl_costs_7,0.17830586433410645,100,4000
8,model_with_pwl_costs_8,0.15383291244506836,100,4000
9,model_with_pwl_costs_9,0.15327787399291992,100,4000
10,model_with_pwl_costs_10,0.15317583084106445,100,4000
11,model_with_pwl_costs_11,0.14948678016662598,100,4000
12,model_with_pwl_costs_12,0.1540210247039795,100,4000
13,model_with_pwl_costs_13,0.15673089027404785,100,4000
14,model_with_pwl_costs_14,0.15564799308776855,100,4000
15,model_with_pwl_costs_15,0.15366578102111816,100,4000
16,model_with_pwl_costs_16,0.1561875343322754,100,4000
17,model_with_pwl_costs_17,0.15415477752685547,100,4000
18,model_with_pwl_costs_18,0.15446066856384277,100,4000
19,model_with_pwl_costs_19,0.1547408103942871,100,4000
20,model_with_pwl_costs_20,0.15512585639953613,100,4000
21,model_with_pwl_costs_21,0.1526627540588379,100,4000
22,model_with_pwl_costs_22,0.15424370765686035,100,4000
23,model_with_pwl_costs_23,0.15596890449523926,100,4000
24,model_with_pwl_costs_24,0.15514302253723145,100,4000
0,model_with_separate_variables_0,5.460707902908325,250,4000
1,model_with_separate_variables_1,7.414130926132202,250,4000
2,model_with_separate_variables_2,9.271920680999756,250,4000
3,model_with_separate_variables_3,11.393128871917725,250,4000
4,model_with_separate_variables_4,12.917224645614624,250,4000
5,model_with_separate_variables_5,15.732518672943115,250,4000
6,model_with_separate_variables_6,17.414979696273804,250,4000
7,model_with_separate_variables_7,18.069597721099854,250,4000
8,model_with_separate_variables_8,21.52079176902771,250,4000
9,model_with_separate_variables_9,22.098740577697754,250,4000
10,model_with_separate_variables_10,26.01754593849182,250,4000
11,model_with_separate_variables_11,25.846360683441162,250,4000
12,model_with_separate_variables_12,26.76428771018982,250,4000
13,model_with_separate_variables_13,30.499851942062378,250,4000
14,model_with_separate_variables_14,30.472121715545654,250,4000
15,model_with_separate_variables_15,32.239972829818726,250,4000
16,model_with_separate_variables_16,37.094287633895874,250,4000
17,model_with_separate_variables_17,36.39888787269592,250,4000
18,model_with_separate_variables_18,38.25704884529114,250,4000
19,model_with_separate_variables_19,40.47891449928284,250,4000
20,model_with_separate_variables_20,44.64233589172363,250,4000
21,model_with_separate_variables_21,43.15222358703613,250,4000
22,model_with_separate_variables_22,48.61752486228943,250,4000
23,model_with_separate_variables_23,48.81590557098389,250,4000
24,model_with_separate_variables_24,50.84220290184021,250,4000
0,model_with_pwl_costs_0,0.37565064430236816,250,4000
1,model_with_pwl_costs_1,0.37680482864379883,250,4000
2,model_with_pwl_costs_2,0.3677799701690674,250,4000
3,model_with_pwl_costs_3,0.38257455825805664,250,4000
4,model_with_pwl_costs_4,0.37775754928588867,250,4000
5,model_with_pwl_costs_5,0.37752699851989746,250,4000
6,model_with_pwl_costs_6,0.38437652587890625,250,4000
7,model_with_pwl_costs_7,0.37896180152893066,250,4000
8,model_with_pwl_costs_8,0.37792301177978516,250,4000
9,model_with_pwl_costs_9,0.3811366558074951,250,4000
