model number,model name,time taken to build model (in seconds),number of partitions,partition size
1,model_with_separate_variables_1,3.633287191390991,500,1000
2,model_with_separate_variables_2,4.997782230377197,500,1000
3,model_with_separate_variables_3,5.739246129989624,500,1000
4,model_with_separate_variables_4,6.7178425788879395,500,1000
5,model_with_separate_variables_5,7.800242185592651,500,1000
6,model_with_separate_variables_6,8.321150064468384,500,1000
7,model_with_separate_variables_7,10.180467128753662,500,1000
8,model_with_separate_variables_8,11.145961046218872,500,1000
9,model_with_separate_variables_9,11.525856256484985,500,1000
10,model_with_separate_variables_10,12.499630451202393,500,1000
11,model_with_separate_variables_11,14.329959154129028,500,1000
12,model_with_separate_variables_12,14.193658351898193,500,1000
13,model_with_separate_variables_13,16.13263511657715,500,1000
14,model_with_separate_variables_14,16.086888313293457,500,1000
15,model_with_separate_variables_15,16.972561359405518,500,1000
16,model_with_separate_variables_16,17.992254972457886,500,1000
17,model_with_separate_variables_17,20.11669635772705,500,1000
18,model_with_separate_variables_18,20.051136255264282,500,1000
19,model_with_separate_variables_19,21.108749389648438,500,1000
20,model_with_separate_variables_20,21.752862215042114,500,1000
21,model_with_separate_variables_21,24.614938974380493,500,1000
22,model_with_separate_variables_22,24.43926239013672,500,1000
23,model_with_separate_variables_23,24.482566118240356,500,1000
24,model_with_separate_variables_24,25.386093378067017,500,1000
0,model_with_pwl_costs_0,0.20122122764587402,500,1000
1,model_with_pwl_costs_1,0.21190118789672852,500,1000
2,model_with_pwl_costs_2,0.19984817504882812,500,1000
3,model_with_pwl_costs_3,0.1966991424560547,500,1000
4,model_with_pwl_costs_4,0.19925904273986816,500,1000
5,model_with_pwl_costs_5,0.20092296600341797,500,1000
6,model_with_pwl_costs_6,0.19676899909973145,500,1000
7,model_with_pwl_costs_7,0.20098233222961426,500,1000
8,model_with_pwl_costs_8,0.20145344734191895,500,1000
9,model_with_pwl_costs_9,0.20163822174072266,500,1000
10,model_with_pwl_costs_10,0.19991636276245117,500,1000
11,model_with_pwl_costs_11,0.202545166015625,500,1000
12,model_with_pwl_costs_12,0.20258522033691406,500,1000
13,model_with_pwl_costs_13,0.20557093620300293,500,1000
14,model_with_pwl_costs_14,0.20398616790771484,500,1000
15,model_with_pwl_costs_15,0.20961713790893555,500,1000
16,model_with_pwl_costs_16,0.20436906814575195,500,1000
17,model_with_pwl_costs_17,0.20594406127929688,500,1000
18,model_with_pwl_costs_18,0.20740318298339844,500,1000
19,model_with_pwl_costs_19,0.20676612854003906,500,1000
20,model_with_pwl_costs_20,0.21104812622070312,500,1000
21,model_with_pwl_costs_21,0.20944809913635254,500,1000
22,model_with_pwl_costs_22,0.21050238609313965,500,1000
23,model_with_pwl_costs_23,0.20867204666137695,500,1000
24,model_with_pwl_costs_24,0.20817327499389648,500,1000
0,model_with_separate_variables_0,0.052976131439208984,5,2000
1,model_with_separate_variables_1,0.06973910331726074,5,2000
2,model_with_separate_variables_2,0.08676004409790039,5,2000
3,model_with_separate_variables_3,0.10455322265625,5,2000
4,model_with_separate_variables_4,0.1272122859954834,5,2000
5,model_with_separate_variables_5,0.1401355266571045,5,2000
6,model_with_separate_variables_6,0.1580493450164795,5,2000
7,model_with_separate_variables_7,0.17468905448913574,5,2000
8,model_with_separate_variables_8,0.1956183910369873,5,2000
9,model_with_separate_variables_9,0.20842623710632324,5,2000
10,model_with_separate_variables_10,0.22758793830871582,5,2000
11,model_with_separate_variables_11,0.24502134323120117,5,2000
12,model_with_separate_variables_12,0.2639632225036621,5,2000
13,model_with_separate_variables_13,0.2807002067565918,5,2000
14,model_with_separate_variables_14,0.30092287063598633,5,2000
15,model_with_separate_variables_15,0.32224321365356445,5,2000
16,model_with_separate_variables_16,0.33597421646118164,5,2000
17,model_with_separate_variables_17,0.3575572967529297,5,2000
18,model_with_separate_variables_18,0.3726811408996582,5,2000
19,model_with_separate_variables_19,0.39100122451782227,5,2000
20,model_with_separate_variables_20,0.4099769592285156,5,2000
21,model_with_separate_variables_21,0.4270942211151123,5,2000
22,model_with_separate_variables_22,0.44054126739501953,5,2000
23,model_with_separate_variables_23,0.46452808380126953,5,2000
24,model_with_separate_variables_24,0.4721662998199463,5,2000
0,model_with_pwl_costs_0,0.00481724739074707,5,2000
1,model_with_pwl_costs_1,0.004836082458496094,5,2000
2,model_with_pwl_costs_2,0.005125284194946289,5,2000
3,model_with_pwl_costs_3,0.004852294921875,5,2000
4,model_with_pwl_costs_4,0.00485539436340332,5,2000
5,model_with_pwl_costs_5,0.0048601627349853516,5,2000
6,model_with_pwl_costs_6,0.005003213882446289,5,2000
7,model_with_pwl_costs_7,0.004932880401611328,5,2000
8,model_with_pwl_costs_8,0.0048601627349853516,5,2000
9,model_with_pwl_costs_9,0.004862308502197266,5,2000
10,model_with_pwl_costs_10,0.004874229431152344,5,2000
11,model_with_pwl_costs_11,0.005026340484619141,5,2000
12,model_with_pwl_costs_12,0.0056002140045166016,5,2000
13,model_with_pwl_costs_13,0.004887104034423828,5,2000
14,model_with_pwl_costs_14,0.004893064498901367,5,2000
15,model_with_pwl_costs_15,0.005051136016845703,5,2000
16,model_with_pwl_costs_16,0.0048980712890625,5,2000
17,model_with_pwl_costs_17,0.004919290542602539,5,2000
18,model_with_pwl_costs_18,0.004925251007080078,5,2000
19,model_with_pwl_costs_19,0.005101203918457031,5,2000
20,model_with_pwl_costs_20,0.004927158355712891,5,2000
21,model_with_pwl_costs_21,0.00493621826171875,5,2000
22,model_with_pwl_costs_22,0.004935503005981445,5,2000
23,model_with_pwl_costs_23,0.005059003829956055,5,2000
24,model_with_pwl_costs_24,0.0049822330474853516,5,2000
0,model_with_separate_variables_0,0.22263717651367188,20,2000
1,model_with_separate_variables_1,0.32079124450683594,20,2000
2,model_with_separate_variables_2,0.3845810890197754,20,2000
3,model_with_separate_variables_3,0.4655947685241699,20,2000
4,model_with_separate_variables_4,0.5504369735717773,20,2000
5,model_with_separate_variables_5,0.5826377868652344,20,2000
6,model_with_separate_variables_6,0.7038390636444092,20,2000
7,model_with_separate_variables_7,0.7196497917175293,20,2000
8,model_with_separate_variables_8,0.8588080406188965,20,2000
9,model_with_separate_variables_9,0.8542110919952393,20,2000
10,model_with_separate_variables_10,1.007049798965454,20,2000
11,model_with_separate_variables_11,1.0106201171875,20,2000
12,model_with_separate_variables_12,1.0818169116973877,20,2000
13,model_with_separate_variables_13,1.2508511543273926,20,2000
14,model_with_separate_variables_14,1.2150170803070068,20,2000
15,model_with_separate_variables_15,1.3132731914520264,20,2000
16,model_with_separate_variables_16,1.3698740005493164,20,2000
17,model_with_separate_variables_17,1.5952019691467285,20,2000
18,model_with_separate_variables_18,1.505223274230957,20,2000
19,model_with_separate_variables_19,1.5885038375854492,20,2000
20,model_with_separate_variables_20,1.6431689262390137,20,2000
21,model_with_separate_variables_21,1.9031648635864258,20,2000
22,model_with_separate_variables_22,1.8162717819213867,20,2000
23,model_with_separate_variables_23,1.8674521446228027,20,2000
24,model_with_separate_variables_24,1.9526758193969727,20,2000
0,model_with_pwl_costs_0,0.016325950622558594,20,2000
1,model_with_pwl_costs_1,0.01808905601501465,20,2000
2,model_with_pwl_costs_2,0.01616215705871582,20,2000
3,model_with_pwl_costs_3,0.01619100570678711,20,2000
4,model_with_pwl_costs_4,0.016243934631347656,20,2000
5,model_with_pwl_costs_5,0.016222000122070312,20,2000
6,model_with_pwl_costs_6,0.016218185424804688,20,2000
7,model_with_pwl_costs_7,0.016316890716552734,20,2000
8,model_with_pwl_costs_8,0.016340017318725586,20,2000
9,model_with_pwl_costs_9,0.016307830810546875,20,2000
10,model_with_pwl_costs_10,0.016328811645507812,20,2000
11,model_with_pwl_costs_11,0.016438007354736328,20,2000
12,model_with_pwl_costs_12,0.016437053680419922,20,2000
13,model_with_pwl_costs_13,0.016495943069458008,20,2000
14,model_with_pwl_costs_14,0.016693115234375,20,2000
15,model_with_pwl_costs_15,0.016650915145874023,20,2000
16,model_with_pwl_costs_16,0.01660013198852539,20,2000
17,model_with_pwl_costs_17,0.016605854034423828,20,2000
18,model_with_pwl_costs_18,0.01661205291748047,20,2000
19,model_with_pwl_costs_19,0.0166780948638916,20,2000
20,model_with_pwl_costs_20,0.016649961471557617,20,2000
21,model_with_pwl_costs_21,0.016750812530517578,20,2000
22,model_with_pwl_costs_22,0.01671910285949707,20,2000
23,model_with_pwl_costs_23,0.016831159591674805,20,2000
24,model_with_pwl_costs_24,0.016765832901000977,20,2000
0,model_with_separate_variables_0,0.551969051361084,50,2000
1,model_with_separate_variables_1,0.8404779434204102,50,2000
2,model_with_separate_variables_2,0.9588758945465088,50,2000
3,model_with_separate_variables_3,1.1570301055908203,50,2000
4,model_with_separate_variables_4,1.3435349464416504,50,2000
5,model_with_separate_variables_5,1.5638408660888672,50,2000
6,model_with_separate_variables_6,1.7796626091003418,50,2000
7,model_with_separate_variables_7,1.8137569427490234,50,2000
8,model_with_separate_variables_8,2.1594021320343018,50,2000
9,model_with_separate_variables_9,2.168738842010498,50,2000
10,model_with_separate_variables_10,2.4038658142089844,50,2000
11,model_with_separate_variables_11,2.749145030975342,50,2000
12,model_with_separate_variables_12,2.731710910797119,50,2000
13,model_with_separate_variables_13,3.185243844985962,50,2000
14,model_with_separate_variables_14,3.134398937225342,50,2000
15,model_with_separate_variables_15,3.2973148822784424,50,2000
16,model_with_separate_variables_16,3.4929275512695312,50,2000
17,model_with_separate_variables_17,3.957360029220581,50,2000
18,model_with_separate_variables_18,3.8961946964263916,50,2000
19,model_with_separate_variables_19,4.070849895477295,50,2000
20,model_with_separate_variables_20,4.238435745239258,50,2000
21,model_with_separate_variables_21,4.417953968048096,50,2000
22,model_with_separate_variables_22,4.97121787071228,50,2000
23,model_with_separate_variables_23,4.81637716293335,50,2000
24,model_with_separate_variables_24,5.012357950210571,50,2000
0,model_with_pwl_costs_0,0.040187835693359375,50,2000
1,model_with_pwl_costs_1,0.03881669044494629,50,2000
2,model_with_pwl_costs_2,0.03912687301635742,50,2000
3,model_with_pwl_costs_3,0.03896474838256836,50,2000
4,model_with_pwl_costs_4,0.03920888900756836,50,2000
5,model_with_pwl_costs_5,0.03925180435180664,50,2000
6,model_with_pwl_costs_6,0.039318084716796875,50,2000
7,model_with_pwl_costs_7,0.039372920989990234,50,2000
8,model_with_pwl_costs_8,0.039012908935546875,50,2000
9,model_with_pwl_costs_9,0.03868579864501953,50,2000
10,model_with_pwl_costs_10,0.039357900619506836,50,2000
11,model_with_pwl_costs_11,0.03960680961608887,50,2000
12,model_with_pwl_costs_12,0.03936004638671875,50,2000
13,model_with_pwl_costs_13,0.03978109359741211,50,2000
14,model_with_pwl_costs_14,0.03974294662475586,50,2000
15,model_with_pwl_costs_15,0.03976273536682129,50,2000
16,model_with_pwl_costs_16,0.039673805236816406,50,2000
17,model_with_pwl_costs_17,0.039610862731933594,50,2000
18,model_with_pwl_costs_18,0.040146827697753906,50,2000
19,model_with_pwl_costs_19,0.03980588912963867,50,2000
20,model_with_pwl_costs_20,0.04014301300048828,50,2000
21,model_with_pwl_costs_21,0.04006791114807129,50,2000
22,model_with_pwl_costs_22,0.039691925048828125,50,2000
23,model_with_pwl_costs_23,0.039793968200683594,50,2000
24,model_with_pwl_costs_24,0.04011988639831543,50,2000
0,model_with_separate_variables_0,1.1015779972076416,100,2000
1,model_with_separate_variables_1,1.600916862487793,100,2000
2,model_with_separate_variables_2,2.0100347995758057,100,2000
3,model_with_separate_variables_3,2.3729000091552734,100,2000
4,model_with_separate_variables_4,2.7095019817352295,100,2000
5,model_with_separate_variables_5,3.136301279067993,100,2000
6,model_with_separate_variables_6,3.4179890155792236,100,2000
7,model_with_separate_variables_7,3.9399688243865967,100,2000
8,model_with_separate_variables_8,4.073796272277832,100,2000
9,model_with_separate_variables_9,4.732232093811035,100,2000
10,model_with_separate_variables_10,4.838726043701172,100,2000
11,model_with_separate_variables_11,5.569746971130371,100,2000
12,model_with_separate_variables_12,5.629480838775635,100,2000
13,model_with_separate_variables_13,6.1004931926727295,100,2000
14,model_with_separate_variables_14,6.750569105148315,100,2000
15,model_with_separate_variables_15,6.701128721237183,100,2000
16,model_with_separate_variables_16,7.066944122314453,100,2000
17,model_with_separate_variables_17,7.909171104431152,100,2000
18,model_with_separate_variables_18,7.8363611698150635,100,2000
19,model_with_separate_variables_19,8.264742136001587,100,2000
20,model_with_separate_variables_20,8.58495283126831,100,2000
21,model_with_separate_variables_21,8.973170042037964,100,2000
22,model_with_separate_variables_22,9.982218027114868,100,2000
23,model_with_separate_variables_23,9.764257907867432,100,2000
24,model_with_separate_variables_24,10.176498651504517,100,2000
0,model_with_pwl_costs_0,0.07593607902526855,100,2000
1,model_with_pwl_costs_1,0.07626891136169434,100,2000
2,model_with_pwl_costs_2,0.0762338638305664,100,2000
3,model_with_pwl_costs_3,0.07682013511657715,100,2000
4,model_with_pwl_costs_4,0.07629990577697754,100,2000
5,model_with_pwl_costs_5,0.07688570022583008,100,2000
6,model_with_pwl_costs_6,0.0775918960571289,100,2000
7,model_with_pwl_costs_7,0.07712125778198242,100,2000
8,model_with_pwl_costs_8,0.07759594917297363,100,2000
9,model_with_pwl_costs_9,0.07783007621765137,100,2000
10,model_with_pwl_costs_10,0.07783722877502441,100,2000
11,model_with_pwl_costs_11,0.0859222412109375,100,2000
12,model_with_pwl_costs_12,0.07812881469726562,100,2000
13,model_with_pwl_costs_13,0.07864499092102051,100,2000
14,model_with_pwl_costs_14,0.0790860652923584,100,2000
15,model_with_pwl_costs_15,0.07828712463378906,100,2000
16,model_with_pwl_costs_16,0.07817482948303223,100,2000
17,model_with_pwl_costs_17,0.07796311378479004,100,2000
18,model_with_pwl_costs_18,0.07792901992797852,100,2000
19,model_with_pwl_costs_19,0.07806515693664551,100,2000
20,model_with_pwl_costs_20,0.07807111740112305,100,2000
21,model_with_pwl_costs_21,0.07930397987365723,100,2000
22,model_with_pwl_costs_22,0.07921504974365234,100,2000
23,model_with_pwl_costs_23,0.07960176467895508,100,2000
24,model_with_pwl_costs_24,0.07917308807373047,100,2000
0,model_with_separate_variables_0,2.814700126647949,250,2000
1,model_with_separate_variables_1,4.257083415985107,250,2000
2,model_with_separate_variables_2,5.1974570751190186,250,2000
3,model_with_separate_variables_3,6.0516393184661865,250,2000
4,model_with_separate_variables_4,7.116290092468262,250,2000
5,model_with_separate_variables_5,8.180849075317383,250,2000
6,model_with_separate_variables_6,8.60210108757019,250,2000
7,model_with_separate_variables_7,10.089023113250732,250,2000
8,model_with_separate_variables_8,10.551465272903442,250,2000
9,model_with_separate_variables_9,12.122819423675537,250,2000
10,model_with_separate_variables_10,12.474518299102783,250,2000
11,model_with_separate_variables_11,14.23086929321289,250,2000
12,model_with_separate_variables_12,14.195931434631348,250,2000
13,model_with_separate_variables_13,15.086290121078491,250,2000
14,model_with_separate_variables_14,17.14552640914917,250,2000
15,model_with_separate_variables_15,17.038984298706055,250,2000
16,model_with_separate_variables_16,18.03980326652527,250,2000
17,model_with_separate_variables_17,20.383238315582275,250,2000
18,model_with_separate_variables_18,20.060282468795776,250,2000
19,model_with_separate_variables_19,20.997591018676758,250,2000
20,model_with_separate_variables_20,21.943684101104736,250,2000
