model number,model name,time taken to optimise (in seconds),number of partitions,partition size,time taken to build model (in seconds)
4,model_with_separate_variables_4,0.02208805084228516,5,4000,0.2529420852661133
5,model_with_separate_variables_5,0.022095203399658203,5,4000,0.2865731716156006
6,model_with_separate_variables_6,0.022439956665039062,5,4000,0.32210302352905273
7,model_with_separate_variables_7,0.02293300628662109,5,4000,0.3554332256317139
8,model_with_separate_variables_8,0.021884918212890625,5,4000,0.39696621894836426
9,model_with_separate_variables_9,0.022179126739501957,5,4000,0.4253361225128174
10,model_with_separate_variables_10,0.02262115478515625,5,4000,0.4636011123657226
11,model_with_separate_variables_11,0.021197080612182617,5,4000,0.5016310214996338
12,model_with_separate_variables_12,0.021860837936401367,5,4000,0.537017822265625
13,model_with_separate_variables_13,0.022639989852905273,5,4000,0.5716221332550049
14,model_with_separate_variables_14,0.02195596694946289,5,4000,0.6065652370452881
15,model_with_separate_variables_15,0.022413969039916992,5,4000,0.6465411186218262
16,model_with_separate_variables_16,0.021528005599975586,5,4000,0.6797142028808594
17,model_with_separate_variables_17,0.02339410781860352,5,4000,0.7168910503387451
18,model_with_separate_variables_18,0.0224759578704834,5,4000,0.7461571693420409
19,model_with_separate_variables_19,0.021528005599975586,5,4000,0.7872071266174316
20,model_with_separate_variables_20,0.022142410278320312,5,4000,0.8322710990905762
21,model_with_separate_variables_21,0.021292924880981445,5,4000,0.8525969982147217
22,model_with_separate_variables_22,0.022011995315551758,5,4000,0.8868672847747803
23,model_with_separate_variables_23,0.02166914939880371,5,4000,0.9350430965423584
24,model_with_separate_variables_24,0.02204275131225586,5,4000,0.9714972972869872
0,model_with_pwl_costs_0,0.03454899787902832,5,4000,0.009153127670288086
1,model_with_pwl_costs_1,0.034427881240844734,5,4000,0.009282350540161131
2,model_with_pwl_costs_2,0.03520989418029785,5,4000,0.009194135665893556
3,model_with_pwl_costs_3,0.035079002380371094,5,4000,0.009197235107421877
4,model_with_pwl_costs_4,0.034604787826538086,5,4000,0.009194135665893556
5,model_with_pwl_costs_5,0.034191131591796875,5,4000,0.009194135665893556
6,model_with_pwl_costs_6,0.035096168518066406,5,4000,0.00919032096862793
7,model_with_pwl_costs_7,0.03401684761047363,5,4000,0.00919508934020996
8,model_with_pwl_costs_8,0.034718990325927734,5,4000,0.009351968765258787
9,model_with_pwl_costs_9,0.03400874137878418,5,4000,0.009208202362060549
10,model_with_pwl_costs_10,0.03491497039794922,5,4000,0.009316205978393556
11,model_with_pwl_costs_11,0.03477907180786133,5,4000,0.009233236312866213
12,model_with_pwl_costs_12,0.03454899787902832,5,4000,0.009332895278930664
13,model_with_pwl_costs_13,0.035332918167114265,5,4000,0.009282112121582031
14,model_with_pwl_costs_14,0.03426790237426758,5,4000,0.0104827880859375
15,model_with_pwl_costs_15,0.035284996032714844,5,4000,0.009308815002441406
16,model_with_pwl_costs_16,0.034900903701782234,5,4000,0.009275197982788086
17,model_with_pwl_costs_17,0.03472208976745605,5,4000,0.009385108947753906
18,model_with_pwl_costs_18,0.03456830978393555,5,4000,0.009307146072387695
19,model_with_pwl_costs_19,0.033245086669921875,5,4000,0.00931406021118164
20,model_with_pwl_costs_20,0.033372163772583015,5,4000,0.009309053421020508
21,model_with_pwl_costs_21,0.0350039005279541,5,4000,0.009316205978393556
22,model_with_pwl_costs_22,0.03454327583312988,5,4000,0.009337186813354492
23,model_with_pwl_costs_23,0.03397989273071289,5,4000,0.009469032287597656
24,model_with_pwl_costs_24,0.03408527374267578,5,4000,0.009385347366333008
0,model_with_separate_variables_0,0.1039738655090332,20,4000,0.4322140216827393
1,model_with_separate_variables_1,0.09943509101867676,20,4000,0.578214168548584
2,model_with_separate_variables_2,0.10007214546203612,20,4000,0.7256672382354736
3,model_with_separate_variables_3,0.09852910041809082,20,4000,0.8841540813446045
4,model_with_separate_variables_4,0.09998178482055664,20,4000,1.0226547718048096
5,model_with_separate_variables_5,0.0995619297027588,20,4000,1.153791904449463
6,model_with_separate_variables_6,0.10060381889343263,20,4000,1.2941198348999023
7,model_with_separate_variables_7,0.0994398593902588,20,4000,1.4585137367248535
8,model_with_separate_variables_8,0.09856700897216797,20,4000,1.6167862415313718
9,model_with_separate_variables_9,0.09850597381591797,20,4000,1.7293031215667725
10,model_with_separate_variables_10,0.09993982315063477,20,4000,1.8762350082397459
11,model_with_separate_variables_11,0.10101580619812013,20,4000,2.0280251502990723
12,model_with_separate_variables_12,0.09975600242614746,20,4000,2.1747589111328125
13,model_with_separate_variables_13,0.1024618148803711,20,4000,2.321861982345581
14,model_with_separate_variables_14,0.10064101219177246,20,4000,2.456916093826294
15,model_with_separate_variables_15,0.09966802597045897,20,4000,2.636804819107056
16,model_with_separate_variables_16,0.10228371620178224,20,4000,2.779628038406372
17,model_with_separate_variables_17,0.09940600395202637,20,4000,2.9806427955627437
18,model_with_separate_variables_18,0.09908604621887207,20,4000,3.0765979290008545
19,model_with_separate_variables_19,0.09947681427001953,20,4000,3.2236478328704834
20,model_with_separate_variables_20,0.09944701194763184,20,4000,3.391957998275757
21,model_with_separate_variables_21,0.10124397277832033,20,4000,3.539361953735352
22,model_with_separate_variables_22,0.09923410415649414,20,4000,3.6840901374816895
23,model_with_separate_variables_23,0.0993349552154541,20,4000,3.846353769302368
24,model_with_separate_variables_24,0.10168290138244628,20,4000,3.993077993392944
0,model_with_pwl_costs_0,0.3307383060455322,20,4000,0.030566930770874023
1,model_with_pwl_costs_1,0.32088398933410645,20,4000,0.030977964401245117
2,model_with_pwl_costs_2,0.2608938217163086,20,4000,0.03075575828552246
3,model_with_pwl_costs_3,0.2832560539245605,20,4000,0.03250908851623535
4,model_with_pwl_costs_4,0.2940788269042969,20,4000,0.030898094177246094
5,model_with_pwl_costs_5,0.32082295417785645,20,4000,0.030508995056152344
6,model_with_pwl_costs_6,0.30678486824035645,20,4000,0.030752182006835938
7,model_with_pwl_costs_7,0.28263497352600103,20,4000,0.030766963958740238
8,model_with_pwl_costs_8,0.32626986503601074,20,4000,0.03093886375427246
9,model_with_pwl_costs_9,0.28214311599731445,20,4000,0.030604124069213867
10,model_with_pwl_costs_10,0.3178517818450928,20,4000,0.03103113174438477
11,model_with_pwl_costs_11,0.26095008850097656,20,4000,0.031203746795654293
12,model_with_pwl_costs_12,0.2499959468841553,20,4000,0.03090190887451172
13,model_with_pwl_costs_13,0.3211047649383545,20,4000,0.031147003173828125
14,model_with_pwl_costs_14,0.30974698066711426,20,4000,0.0308077335357666
15,model_with_pwl_costs_15,0.3284788131713867,20,4000,0.030801773071289062
16,model_with_pwl_costs_16,0.2612569332122803,20,4000,0.03079676628112793
17,model_with_pwl_costs_17,0.3070549964904785,20,4000,0.03092718124389648
18,model_with_pwl_costs_18,0.31920599937438965,20,4000,0.030755043029785163
19,model_with_pwl_costs_19,0.3163001537322998,20,4000,0.03112006187438965
20,model_with_pwl_costs_20,0.3256547451019287,20,4000,0.03105401992797852
21,model_with_pwl_costs_21,0.30516505241394043,20,4000,0.031150102615356445
22,model_with_pwl_costs_22,0.2614130973815918,20,4000,0.03136610984802246
23,model_with_pwl_costs_23,0.30939888954162603,20,4000,0.03075814247131348
24,model_with_pwl_costs_24,0.2553427219390869,20,4000,0.031173229217529293
0,model_with_separate_variables_0,0.2709448337554932,50,4000,1.1380600929260254
1,model_with_separate_variables_1,0.2724859714508057,50,4000,1.6515457630157468
2,model_with_separate_variables_2,0.2674410343170166,50,4000,2.015108823776245
3,model_with_separate_variables_3,0.2707948684692383,50,4000,2.3619399070739746
4,model_with_separate_variables_4,0.2716047763824463,50,4000,2.726008892059326
5,model_with_separate_variables_5,0.2743790149688721,50,4000,3.1681182384490967
6,model_with_separate_variables_6,0.26824212074279785,50,4000,3.3888518810272217
7,model_with_separate_variables_7,0.2707679271697998,50,4000,3.928241729736328
8,model_with_separate_variables_8,0.27294182777404785,50,4000,4.041982173919679
9,model_with_separate_variables_9,0.2720701694488525,50,4000,4.943954706192017
10,model_with_separate_variables_10,0.2732889652252197,50,4000,4.838235139846802
11,model_with_separate_variables_11,0.27306389808654785,50,4000,5.604715824127197
12,model_with_separate_variables_12,0.2729191780090332,50,4000,5.6265246868133545
13,model_with_separate_variables_13,0.2716829776763916,50,4000,6.109119892120361
14,model_with_separate_variables_14,0.27155566215515137,50,4000,6.736716747283936
15,model_with_separate_variables_15,0.2708079814910889,50,4000,6.597986936569214
16,model_with_separate_variables_16,0.2744579315185547,50,4000,6.9753031730651855
17,model_with_separate_variables_17,0.2719550132751465,50,4000,7.43853497505188
18,model_with_separate_variables_18,0.2697861194610596,50,4000,8.403757095336914
19,model_with_separate_variables_19,0.27170681953430176,50,4000,8.18028998374939
20,model_with_separate_variables_20,0.27017879486083984,50,4000,8.577081680297853
21,model_with_separate_variables_21,0.27060604095458984,50,4000,8.943233966827393
22,model_with_separate_variables_22,0.2690732479095459,50,4000,9.860394716262816
23,model_with_separate_variables_23,0.26911187171936035,50,4000,9.811810731887816
24,model_with_separate_variables_24,0.2671318054199219,50,4000,10.025593042373655
0,model_with_pwl_costs_0,1.1767568588256836,50,4000,0.1232469081878662
1,model_with_pwl_costs_1,0.8734200000762941,50,4000,0.0754690170288086
2,model_with_pwl_costs_2,0.8082900047302246,50,4000,0.07607007026672362
3,model_with_pwl_costs_3,1.035322189331055,50,4000,0.07651376724243164
4,model_with_pwl_costs_4,1.175242900848389,50,4000,0.07518935203552246
5,model_with_pwl_costs_5,0.9332652091979979,50,4000,0.07478690147399902
6,model_with_pwl_costs_6,1.1841747760772705,50,4000,0.07548308372497559
7,model_with_pwl_costs_7,0.9001278877258301,50,4000,0.07504606246948242
8,model_with_pwl_costs_8,1.183007001876831,50,4000,0.07522177696228027
9,model_with_pwl_costs_9,1.0044779777526855,50,4000,0.0753178596496582
10,model_with_pwl_costs_10,0.7608408927917479,50,4000,0.07613682746887207
11,model_with_pwl_costs_11,0.8885219097137451,50,4000,0.07569193840026855
12,model_with_pwl_costs_12,0.8503742218017578,50,4000,0.07527995109558105
13,model_with_pwl_costs_13,0.7797250747680664,50,4000,0.07617878913879395
14,model_with_pwl_costs_14,0.9303348064422609,50,4000,0.07588768005371094
15,model_with_pwl_costs_15,1.1324942111968994,50,4000,0.07596397399902344
16,model_with_pwl_costs_16,0.7770130634307861,50,4000,0.0766456127166748
17,model_with_pwl_costs_17,1.035754919052124,50,4000,0.07580900192260742
18,model_with_pwl_costs_18,1.1296679973602295,50,4000,0.07629108428955078
19,model_with_pwl_costs_19,0.7676620483398438,50,4000,0.07664656639099121
20,model_with_pwl_costs_20,0.8602440357208252,50,4000,0.07631611824035645
21,model_with_pwl_costs_21,1.175072193145752,50,4000,0.07610511779785156
22,model_with_pwl_costs_22,1.0475459098815918,50,4000,0.07593393325805664
23,model_with_pwl_costs_23,0.882843017578125,50,4000,0.07629609107971191
24,model_with_pwl_costs_24,1.0285179615020752,50,4000,0.07790303230285645
0,model_with_separate_variables_0,0.5608420372009277,100,4000,2.240661144256592
1,model_with_separate_variables_1,0.5091068744659424,100,4000,3.1754050254821777
2,model_with_separate_variables_2,0.5652101039886475,100,4000,3.9485259056091313
3,model_with_separate_variables_3,0.5173199176788329,100,4000,5.050209999084473
4,model_with_separate_variables_4,0.5650608539581299,100,4000,5.58536171913147
5,model_with_separate_variables_5,0.5748553276062012,100,4000,6.0887887477874765
6,model_with_separate_variables_6,0.5594310760498047,100,4000,7.321064710617065
7,model_with_separate_variables_7,0.5228853225708008,100,4000,8.027499914169313
8,model_with_separate_variables_8,0.5575249195098877,100,4000,8.353715181350706
9,model_with_separate_variables_9,0.5208508968353271,100,4000,9.65907382965088
10,model_with_separate_variables_10,0.5251798629760742,100,4000,9.860584974288939
11,model_with_separate_variables_11,0.563701868057251,100,4000,11.32178282737732
12,model_with_separate_variables_12,0.5682737827301025,100,4000,11.473301887512207
13,model_with_separate_variables_13,0.5653212070465088,100,4000,12.527204990386965
14,model_with_separate_variables_14,0.5932571887969971,100,4000,13.614173889160154
15,model_with_separate_variables_15,0.5721850395202637,100,4000,13.513293981552124
16,model_with_separate_variables_16,0.564659833908081,100,4000,14.282668828964233
17,model_with_separate_variables_17,0.5627551078796387,100,4000,15.092074871063232
18,model_with_separate_variables_18,0.515751838684082,100,4000,16.77429699897766
19,model_with_separate_variables_19,0.5666477680206299,100,4000,16.601373195648193
20,model_with_separate_variables_20,0.5623948574066162,100,4000,17.324248552322388
21,model_with_separate_variables_21,0.5585739612579346,100,4000,18.18287682533264
22,model_with_separate_variables_22,0.5730130672454834,100,4000,18.965176820755005
23,model_with_separate_variables_23,0.5593459606170654,100,4000,21.090256690979004
24,model_with_separate_variables_24,0.55570387840271,100,4000,20.495582818984985
0,model_with_pwl_costs_0,1.2423930168151855,100,4000,0.1492769718170166
1,model_with_pwl_costs_1,1.2742409706115725,100,4000,0.1491847038269043
2,model_with_pwl_costs_2,1.264110088348389,100,4000,0.1493077278137207
3,model_with_pwl_costs_3,1.2283408641815186,100,4000,0.15188384056091309
4,model_with_pwl_costs_4,1.255864143371582,100,4000,0.1529247760772705
5,model_with_pwl_costs_5,1.266951084136963,100,4000,0.15024876594543454
6,model_with_pwl_costs_6,1.2569830417633057,100,4000,0.1516878604888916
7,model_with_pwl_costs_7,1.2782001495361328,100,4000,0.17830586433410645
8,model_with_pwl_costs_8,1.2522592544555664,100,4000,0.15383291244506836
9,model_with_pwl_costs_9,1.2386560440063477,100,4000,0.15327787399291992
10,model_with_pwl_costs_10,1.246603012084961,100,4000,0.15317583084106445
11,model_with_pwl_costs_11,1.2304561138153076,100,4000,0.14948678016662598
12,model_with_pwl_costs_12,1.2434780597686768,100,4000,0.1540210247039795
13,model_with_pwl_costs_13,1.249779224395752,100,4000,0.15673089027404785
14,model_with_pwl_costs_14,1.2493832111358645,100,4000,0.15564799308776855
15,model_with_pwl_costs_15,1.248988151550293,100,4000,0.15366578102111814
16,model_with_pwl_costs_16,1.245239019393921,100,4000,0.1561875343322754
17,model_with_pwl_costs_17,1.244516134262085,100,4000,0.15415477752685547
18,model_with_pwl_costs_18,1.2146110534667969,100,4000,0.15446066856384275
19,model_with_pwl_costs_19,1.275681972503662,100,4000,0.1547408103942871
20,model_with_pwl_costs_20,1.2462201118469238,100,4000,0.15512585639953613
21,model_with_pwl_costs_21,1.240584135055542,100,4000,0.1526627540588379
22,model_with_pwl_costs_22,1.258558988571167,100,4000,0.15424370765686035
23,model_with_pwl_costs_23,1.2211177349090576,100,4000,0.15596890449523926
24,model_with_pwl_costs_24,1.244438886642456,100,4000,0.15514302253723145
0,model_with_separate_variables_0,1.964688062667847,250,4000,5.460707902908325
1,model_with_separate_variables_1,1.7558808326721191,250,4000,7.414130926132202
2,model_with_separate_variables_2,1.7562768459320068,250,4000,9.271920680999756
3,model_with_separate_variables_3,1.6810743808746338,250,4000,11.393128871917725
4,model_with_separate_variables_4,1.7608850002288818,250,4000,12.917224645614624
5,model_with_separate_variables_5,1.734025955200195,250,4000,15.732518672943115
6,model_with_separate_variables_6,1.7080090045928955,250,4000,17.414979696273804
7,model_with_separate_variables_7,1.735332727432251,250,4000,18.06959772109985
8,model_with_separate_variables_8,1.652184009552002,250,4000,21.52079176902771
9,model_with_separate_variables_9,1.7408299446105957,250,4000,22.098740577697754
10,model_with_separate_variables_10,1.7753279209136963,250,4000,26.01754593849182
11,model_with_separate_variables_11,1.7738268375396729,250,4000,25.846360683441162
12,model_with_separate_variables_12,1.783725023269653,250,4000,26.76428771018982
13,model_with_separate_variables_13,1.8011510372161863,250,4000,30.499851942062374
14,model_with_separate_variables_14,1.732684850692749,250,4000,30.47212171554565
15,model_with_separate_variables_15,1.804283142089844,250,4000,32.23997282981873
16,model_with_separate_variables_16,1.7687559127807615,250,4000,37.09428763389587
17,model_with_separate_variables_17,1.6822450160980225,250,4000,36.39888787269592
18,model_with_separate_variables_18,1.7368340492248535,250,4000,38.257048845291145
19,model_with_separate_variables_19,1.7297470569610596,250,4000,40.478914499282844
20,model_with_separate_variables_20,1.7631440162658691,250,4000,44.64233589172363
21,model_with_separate_variables_21,1.750607967376709,250,4000,43.15222358703613
22,model_with_separate_variables_22,1.7009260654449463,250,4000,48.61752486228943
23,model_with_separate_variables_23,1.6460251808166504,250,4000,48.81590557098389
24,model_with_separate_variables_24,1.6568572521209717,250,4000,50.84220290184021
0,model_with_pwl_costs_0,6.0333917140960684,250,4000,0.37565064430236816
1,model_with_pwl_costs_1,5.8064470291137695,250,4000,0.3768048286437988
2,model_with_pwl_costs_2,6.009047985076903,250,4000,0.3677799701690674
3,model_with_pwl_costs_3,5.876297950744629,250,4000,0.38257455825805664
4,model_with_pwl_costs_4,5.9293859004974365,250,4000,0.3777575492858887
5,model_with_pwl_costs_5,5.8555030822753915,250,4000,0.3775269985198975
6,model_with_pwl_costs_6,5.78681492805481,250,4000,0.3843765258789063
7,model_with_pwl_costs_7,5.700396060943604,250,4000,0.37896180152893066
8,model_with_pwl_costs_8,5.98270583152771,250,4000,0.3779230117797852
9,model_with_pwl_costs_9,5.9007487297058105,250,4000,0.3811366558074951
10,model_with_pwl_costs_10,5.925717115402223,250,4000,0.3828856945037842
11,model_with_pwl_costs_11,5.892418146133423,250,4000,0.3815047740936279
12,model_with_pwl_costs_12,5.931546211242676,250,4000,0.3860757350921631
13,model_with_pwl_costs_13,5.8212530612945566,250,4000,0.3838157653808594
14,model_with_pwl_costs_14,5.8577818870544425,250,4000,0.3867237567901611
15,model_with_pwl_costs_15,5.810636043548584,250,4000,0.3843119144439697
16,model_with_pwl_costs_16,5.746877908706665,250,4000,0.3857808113098145
17,model_with_pwl_costs_17,5.927549839019775,250,4000,0.3836367130279541
18,model_with_pwl_costs_18,5.889180898666383,250,4000,0.38251376152038574
19,model_with_pwl_costs_19,5.810215950012207,250,4000,0.3797926902770996
20,model_with_pwl_costs_20,5.735198259353638,250,4000,0.38285064697265625
21,model_with_pwl_costs_21,5.8709449768066415,250,4000,0.3835446834564209
22,model_with_pwl_costs_22,5.798914670944214,250,4000,0.3853938579559326
23,model_with_pwl_costs_23,5.899096965789795,250,4000,0.38944458961486816
24,model_with_pwl_costs_24,5.929893732070923,250,4000,0.3869965076446533
0,model_with_separate_variables_0,5.993287086486816,500,4000,11.970287084579468
1,model_with_separate_variables_1,5.0888283252716064,500,4000,16.270465850830078
2,model_with_separate_variables_2,5.385451078414917,500,4000,19.980401277542114
3,model_with_separate_variables_3,5.055456161499023,500,4000,23.248852968215946
4,model_with_separate_variables_4,4.946320056915283,500,4000,28.783200025558468
5,model_with_separate_variables_5,5.936605930328369,500,4000,33.24567198753357
6,model_with_separate_variables_6,5.125361919403076,500,4000,36.43981599807739
7,model_with_separate_variables_7,5.444995164871216,500,4000,38.46824812889099
8,model_with_separate_variables_8,5.528670787811278,500,4000,44.72718024253845
9,model_with_separate_variables_9,5.080176115036012,500,4000,46.438924074172974
10,model_with_separate_variables_10,5.2942538261413565,500,4000,53.5944037437439
11,model_with_separate_variables_11,5.1680943965911865,500,4000,55.476500272750854
12,model_with_separate_variables_12,5.220127820968628,500,4000,56.85745167732239
13,model_with_separate_variables_13,5.2122318744659415,500,4000,64.70477986335753
14,model_with_separate_variables_14,5.157438039779663,500,4000,64.61491322517395
15,model_with_separate_variables_15,5.293647766113281,500,4000,68.94007706642151
16,model_with_separate_variables_16,5.019886016845703,500,4000,77.27780795097352
17,model_with_separate_variables_17,5.4271228313446045,500,4000,76.65475010871887
18,model_with_separate_variables_18,5.233010768890381,500,4000,80.86929917335509
19,model_with_separate_variables_19,5.4177329540252686,500,4000,85.38417387008667
20,model_with_separate_variables_20,5.108230113983153,500,4000,95.36666703224182
21,model_with_separate_variables_21,5.1133410930633545,500,4000,92.35252523422241
22,model_with_separate_variables_22,5.076147794723512,500,4000,101.27026605606079
23,model_with_separate_variables_23,5.05951714515686,500,4000,99.29019689559937
24,model_with_separate_variables_24,5.153449058532715,500,4000,101.76951003074646
0,model_with_pwl_costs_0,14.422010898590088,500,4000,0.8122971057891846
1,model_with_pwl_costs_1,14.41694188117981,500,4000,0.8022489547729492
2,model_with_pwl_costs_2,14.28856086730957,500,4000,0.8103301525115967
3,model_with_pwl_costs_3,14.26432204246521,500,4000,0.8086409568786621
4,model_with_pwl_costs_4,14.125767707824707,500,4000,0.8100171089172363
5,model_with_pwl_costs_5,14.263486862182615,500,4000,0.8064470291137695
6,model_with_pwl_costs_6,14.38786268234253,500,4000,0.8291330337524414
7,model_with_pwl_costs_7,14.156400918960571,500,4000,0.8308651447296143
8,model_with_pwl_costs_8,14.099931955337524,500,4000,0.8008582592010498
9,model_with_pwl_costs_9,14.193078994750975,500,4000,0.8199522495269775
10,model_with_pwl_costs_10,14.165485858917235,500,4000,0.8267371654510498
11,model_with_pwl_costs_11,14.437050104141235,500,4000,0.8044660091400146
12,model_with_pwl_costs_12,14.169089078903198,500,4000,0.8170881271362305
13,model_with_pwl_costs_13,14.158637046813965,500,4000,0.8268289566040039
14,model_with_pwl_costs_14,14.558771848678589,500,4000,0.8126521110534668
15,model_with_pwl_costs_15,14.143598079681395,500,4000,0.8053247928619385
16,model_with_pwl_costs_16,14.274395942687988,500,4000,0.7916738986968994
17,model_with_pwl_costs_17,14.07243800163269,500,4000,0.7875699996948242
18,model_with_pwl_costs_18,13.98325490951538,500,4000,0.8008027076721191
19,model_with_pwl_costs_19,14.265480995178224,500,4000,0.7740919589996338
20,model_with_pwl_costs_20,14.069061994552612,500,4000,0.7848632335662842
21,model_with_pwl_costs_21,14.030943870544435,500,4000,0.7784671783447266
22,model_with_pwl_costs_22,14.07951593399048,500,4000,0.7754392623901367
23,model_with_pwl_costs_23,14.067245960235596,500,4000,0.7651908397674559
24,model_with_pwl_costs_24,14.19731092453003,500,4000,0.7676780223846436
0,model_with_separate_variables_0,0.028778076171875,5,5000,0.13579106330871582
1,model_with_separate_variables_1,0.02638792991638184,5,5000,0.1805570125579834
2,model_with_separate_variables_2,0.03082108497619629,5,5000,0.2304244041442871
3,model_with_separate_variables_3,0.02750420570373535,5,5000,0.26881909370422363
4,model_with_separate_variables_4,0.02625298500061035,5,5000,0.3151290416717529
5,model_with_separate_variables_5,0.02679014205932617,5,5000,0.35986995697021484
6,model_with_separate_variables_6,0.02619314193725586,5,5000,0.4062492847442627
7,model_with_separate_variables_7,0.02669620513916016,5,5000,0.4486179351806641
8,model_with_separate_variables_8,0.02634596824645996,5,5000,0.4902641773223877
9,model_with_separate_variables_9,0.026054859161376957,5,5000,0.5393152236938477
10,model_with_separate_variables_10,0.025538206100463867,5,5000,0.6824450492858887
11,model_with_separate_variables_11,0.028629064559936523,5,5000,0.624812126159668
12,model_with_separate_variables_12,0.027662038803100586,5,5000,0.6715381145477295
13,model_with_separate_variables_13,0.02667689323425293,5,5000,0.7916500568389893
14,model_with_separate_variables_14,0.026923179626464844,5,5000,0.7684841156005859
15,model_with_separate_variables_15,0.026432037353515625,5,5000,0.8018820285797119
16,model_with_separate_variables_16,0.028476953506469727,5,5000,0.9131183624267578
17,model_with_separate_variables_17,0.026320934295654297,5,5000,0.8919601440429688
18,model_with_separate_variables_18,0.026474952697753903,5,5000,0.949504852294922
19,model_with_separate_variables_19,0.0267488956451416,5,5000,0.9811739921569824
20,model_with_separate_variables_20,0.02657699584960937,5,5000,1.0239269733428955
21,model_with_separate_variables_21,0.027286767959594727,5,5000,1.1669161319732666
22,model_with_separate_variables_22,0.0276339054107666,5,5000,1.1098601818084717
23,model_with_separate_variables_23,0.027012109756469727,5,5000,1.166370153427124
24,model_with_separate_variables_24,0.028144121170043945,5,5000,1.216548204421997
0,model_with_pwl_costs_0,0.06133699417114258,5,5000,0.011137008666992188
1,model_with_pwl_costs_1,0.06061697006225586,5,5000,0.01227116584777832
2,model_with_pwl_costs_2,0.062312126159667976,5,5000,0.011167049407958984
3,model_with_pwl_costs_3,0.059830904006958015,5,5000,0.011322021484375
4,model_with_pwl_costs_4,0.06092977523803711,5,5000,0.011036157608032228
5,model_with_pwl_costs_5,0.03532695770263672,5,5000,0.014710187911987303
6,model_with_pwl_costs_6,0.03551483154296875,5,5000,0.017699003219604492
7,model_with_pwl_costs_7,0.06002712249755859,5,5000,0.011020898818969728
8,model_with_pwl_costs_8,0.05966520309448242,5,5000,0.01122903823852539
9,model_with_pwl_costs_9,0.0613248348236084,5,5000,0.011141300201416016
10,model_with_pwl_costs_10,0.06101298332214356,5,5000,0.011182069778442385
11,model_with_pwl_costs_11,0.06055784225463867,5,5000,0.01127910614013672
12,model_with_pwl_costs_12,0.0599207878112793,5,5000,0.011267423629760742
13,model_with_pwl_costs_13,0.06073904037475586,5,5000,0.011410236358642578
14,model_with_pwl_costs_14,0.03466176986694336,5,5000,0.011264324188232422
15,model_with_pwl_costs_15,0.060358762741088874,5,5000,0.011347293853759766
16,model_with_pwl_costs_16,0.0350341796875,5,5000,0.011301994323730469
17,model_with_pwl_costs_17,0.06079792976379395,5,5000,0.011248111724853516
18,model_with_pwl_costs_18,0.06051826477050781,5,5000,0.011339902877807615
19,model_with_pwl_costs_19,0.06064009666442871,5,5000,0.011332035064697266
20,model_with_pwl_costs_20,0.06036806106567383,5,5000,0.011403083801269531
21,model_with_pwl_costs_21,0.06148982048034667,5,5000,0.011361122131347656
22,model_with_pwl_costs_22,0.061261177062988274,5,5000,0.011309146881103516
23,model_with_pwl_costs_23,0.06015682220458984,5,5000,0.011429071426391602
24,model_with_pwl_costs_24,0.06050825119018555,5,5000,0.011313199996948242
0,model_with_separate_variables_0,0.1194307804107666,20,5000,0.5911099910736084
1,model_with_separate_variables_1,0.13030409812927246,20,5000,0.8425383567810059
2,model_with_separate_variables_2,0.1140460968017578,20,5000,0.9506111145019532
3,model_with_separate_variables_3,0.12301397323608397,20,5000,1.16540789604187
4,model_with_separate_variables_4,0.1174461841583252,20,5000,1.356274127960205
5,model_with_separate_variables_5,0.12017321586608888,20,5000,1.547821044921875
6,model_with_separate_variables_6,0.11765122413635255,20,5000,1.664194107055664
7,model_with_separate_variables_7,0.12162089347839355,20,5000,1.9344677925109863
8,model_with_separate_variables_8,0.12796807289123535,20,5000,2.153311252593994
9,model_with_separate_variables_9,0.11895918846130372,20,5000,2.1936514377593994
10,model_with_separate_variables_10,0.11976099014282228,20,5000,2.376112937927246
11,model_with_separate_variables_11,0.12694787979125974,20,5000,2.742358922958374
12,model_with_separate_variables_12,0.12661504745483398,20,5000,2.7473392486572266
13,model_with_separate_variables_13,0.12568211555480954,20,5000,2.9786951541900635
14,model_with_separate_variables_14,0.1257030963897705,20,5000,3.3109920024871826
15,model_with_separate_variables_15,0.12773823738098145,20,5000,3.272961139678955
16,model_with_separate_variables_16,0.11788725852966307,20,5000,3.4687922000885014
17,model_with_separate_variables_17,0.1265709400177002,20,5000,3.9315781593322754
18,model_with_separate_variables_18,0.1288440227508545,20,5000,3.8485031127929688
19,model_with_separate_variables_19,0.1230449676513672,20,5000,4.0119097232818595
20,model_with_separate_variables_20,0.11769700050354005,20,5000,4.258195161819458
21,model_with_separate_variables_21,0.119002103805542,20,5000,4.443411350250244
22,model_with_separate_variables_22,0.11856317520141603,20,5000,4.963472843170166
23,model_with_separate_variables_23,0.1224350929260254,20,5000,4.8049442768096915
24,model_with_separate_variables_24,0.1177198886871338,20,5000,4.9879891872406015
0,model_with_pwl_costs_0,0.3945069313049317,20,5000,0.0423128604888916
1,model_with_pwl_costs_1,0.3925073146820069,20,5000,0.038189172744750984
2,model_with_pwl_costs_2,0.3877010345458984,20,5000,0.037919044494628906
3,model_with_pwl_costs_3,0.3942592144012451,20,5000,0.03817129135131836
4,model_with_pwl_costs_4,0.3907480239868164,20,5000,0.039997100830078125
5,model_with_pwl_costs_5,0.39879918098449707,20,5000,0.03882408142089844
6,model_with_pwl_costs_6,0.3949141502380371,20,5000,0.04001617431640625
